year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs
2020,M80,TM,A73,A73,274293,674066,55.943145,-4.0142922,E,774,180,187,147,600,1173,3061
2020,M80,TM,A73,A73,274293,674066,55.943145,-4.0142922,W,780,181,188,148,604,1181,3083
2020,M74,TM,A74,A724,263553,662467,55.836076,-4.1802675,E,839,158,185,175,1095,1267,3718
2020,M74,TM,A74,A724,263553,662467,55.836076,-4.1802675,W,841,158,186,176,1097,1269,3726
2020,M4,TM,28,27,328415,187298,51.579978,-3.0344815,N,800,245,219,188,596,2339,4388
2020,M4,TM,28,27,328415,187298,51.579978,-3.0344815,S,739,253,248,128,483,2355,4206
2020,M4,TM,LA Boundary,37,280770,182100,51.525188,-3.7200444,E,491,160,191,81,262,1174,2359
2020,M4,TM,LA Boundary,37,280770,182100,51.525188,-3.7200444,W,420,150,173,63,218,1291,2316
2020,M4,TM,47,46,263100,199260,51.675377,-3.9812998,E,736,146,141,55,152,935,2166
2020,M4,TM,47,46,263100,199260,51.675377,-3.9812998,W,741,152,132,68,128,865,2086
2020,M8,TM,3,LA boundary,310000,671400,55.927219,-3.4419356,E,526,190,167,91,225,1238,2437
2020,M8,TM,3,LA boundary,310000,671400,55.927219,-3.4419356,W,684,245,198,143,259,1382,2911
2020,M8,TM,27,26,249600,665700,55.86095,-4.404642,E,1379,248,377,190,520,541,3255
2020,M8,TM,27,26,249600,665700,55.86095,-4.404642,W,1373,248,375,191,519,538,3243
2020,M8,TM,31,30,243500,671870,55.914392,-4.5055725,E,181,39,113,12,63,185,592
2020,M8,TM,31,30,243500,671870,55.914392,-4.5055725,W,167,40,87,13,51,179,536
2020,M9,TM,6,A905,291490,681000,56.009609,-3.7418997,N,405,138,110,46,321,453,1472
2020,M9,TM,6,A905,291490,681000,56.009609,-3.7418997,S,452,125,91,52,331,488,1540
2020,M8,TM,11,10,266200,666110,55.869526,-4.1398329,E,1029,238,231,97,166,892,2653
2020,M8,TM,11,10,266200,666110,55.869526,-4.1398329,W,976,261,190,80,116,795,2417
2020,M8,TM,16,15,259700,666300,55.869383,-4.2437204,E,1537,356,383,153,611,1028,4070
2020,M8,TM,16,15,259700,666300,55.869383,-4.2437204,W,1426,223,309,78,519,886,3442
2020,M73,TM,M74,LA Boundary,268800,662700,55.839624,-4.0966637,N,903,270,266,79,233,1833,3583
2020,M73,TM,M74,LA Boundary,268800,662700,55.839624,-4.0966637,S,1017,294,317,93,321,2204,4245
2020,M1,TM,A406,M1 spur,522170,189100,51.587519,-0.23795286,N,1339,107,197,62,103,416,2224
2020,M1,TM,A406,M1 spur,522170,189100,51.587519,-0.23795286,S,1004,89,267,129,129,515,2134
2020,M1,TM,2,4,520150,194300,51.634686,-0.26531515,E,690,117,168,45,122,727,1870
2020,M1,TM,2,4,520150,194300,51.634686,-0.26531515,W,728,116,178,44,102,455,1623
2020,M1,TM,17,18,458354,270523,52.329704,-1.1451197,N,1199,160,254,335,3650,3297,8895
2020,M1,TM,17,18,458354,270523,52.329704,-1.1451197,S,990,253,226,350,2366,4709,8895
2020,M1,TM,22,23,447940,312400,52.707152,-1.2918996,N,1012,402,428,276,2328,3014,7460
2020,M1,TM,22,23,447940,312400,52.707152,-1.2918996,S,1033,275,355,309,2203,3057,7231
2020,M1,TM,LA Boundary,28,447218,354039,53.081494,-1.2965528,N,1615,272,317,401,2340,3276,8221
2020,M1,TM,LA Boundary,28,447218,354039,53.081494,-1.2965528,S,1309,245,245,400,2301,3112,7612
2020,M1,TM,M18 spur,33,446000,389300,53.398531,-1.3096553,E,1570,241,370,216,1995,2380,6773
2020,M1,TM,M18 spur,33,446000,389300,53.398531,-1.3096553,W,1429,250,442,276,1782,2480,6659
2020,M621,TM,7,M1,432150,429500,53.760869,-1.5138143,N,1075,73,142,189,715,267,2461
