GVW_GEV,GVW_gumbel,GVW_weibull
927.5797549757734,1146.577004372893,994.2764784897809
1280.8786448908536,1147.2864673049685,1011.4358264509361
1216.2605906715262,1100.250348286121,968.2771425809618
913.0779667675582,1149.0937166616975,974.3257280624497
897.5761022399724,1149.1048827669777,948.4891016934317
1268.136716435765,1130.8666885210969,985.2870096128613
1294.465710165356,1155.255640298517,1005.2837986227253
1217.3033831194296,1111.0556196665982,960.5004766627394
1263.8074581756246,1146.1088521728893,987.1045272884378
1236.147716639465,1126.295942604352,969.7127141580161
1065.3396106807725,1151.0363776874465,998.5849687331875
1281.5109955969165,1165.924491310294,979.3875342647468
1239.632535697023,1125.385743668205,974.1763221755527
1248.7017433333097,1119.4591103212938,1001.4581647255231
1338.2775481148667,1131.9670164811978,1063.8934828591061
1273.9298212914305,1142.14046927523,984.6639036534195
1218.6893994849438,1097.6964003633746,969.5361641544741
1235.6028565424247,1117.726593500286,967.6543948087924
1281.8878055895432,1132.106207938372,1021.1517487547817
1284.558278511357,1132.2545689354001,999.1877151940611
