year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,buses_and_coaches,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs
2023,M4,TM,LA Boundary,J8/9,486000,176400,51.480029,-0.76298178,S,255,1423,184,300,200,397,1621,4125
2023,M4,TM,LA Boundary,LA Boundary,425850,179410,51.513029,-1.6288866,E,220,711,158,103,118,697,2933,4720
2023,M4,TM,LA Boundary,LA Boundary,425850,179410,51.513029,-1.6288866,W,187,800,128,135,142,601,2741,4546
2023,M5,TM,1,M5 split,402100,292000,52.52587,-1.9704776,N,94,1714,393,283,197,663,3458,6708
2023,M5,TM,1,M5 split,402100,292000,52.52587,-1.9704776,S,113,1942,461,366,137,657,3600,7163
2023,M5,TM,6,5,389552,257699,52.217402,-2.1543472,N,22,1937,357,171,291,1098,4973,8828
2023,M5,TM,6,5,389552,257699,52.217402,-2.1543472,S,20,1708,325,174,215,785,4973,8179
2023,M5,TM,13,12,378823,208915,51.778496,-2.3083562,N,41,788,264,263,190,496,2930,4930
2023,M5,TM,13,12,378823,208915,51.778496,-2.3083562,S,57,825,250,253,170,476,2716,4691
2023,M5,TM,LA Boundary,Junction 17 M5,356097,180335,51.520217,-2.6341491,E,85,1212,359,366,194,726,2481,5339
2023,M5,TM,LA Boundary,Junction 17 M5,356097,180335,51.520217,-2.6341491,W,98,1006,373,392,287,685,2679,5422
2023,M5,TM,LA Boundary,21,338400,157500,51.313262,-2.885205,N,110,781,119,108,163,2412,535,4118
2023,M5,TM,LA Boundary,21,338400,157500,51.313262,-2.885205,S,127,789,135,91,144,1813,654,3625
2023,M5,TM,30,29,296900,92000,50.718452,-3.4618292,N,93,733,202,272,100,287,1673,3267
2023,M5,TM,30,29,296900,92000,50.718452,-3.4618292,S,70,1196,83,202,28,85,1734,3328
2023,M6,TM,1,2,446200,281380,52.428458,-1.321963,E,137,1615,297,215,368,1514,5841,9850
2023,M6,TM,1,2,446200,281380,52.428458,-1.321963,W,88,1860,199,203,376,1620,5433,9691
2023,M6,TM,6,LA Boundary,407000,292500,52.530325,-1.8982441,N,25,2502,540,621,303,1242,5580,10788
2023,M6,TM,6,LA Boundary,407000,292500,52.530325,-1.8982441,S,34,2523,498,692,352,1386,6004,11454
2023,M6,TM,8W,9,401100,296000,52.561832,-1.9852051,E,126,3508,784,547,321,2111,8573,15843
2023,M6,TM,8W,9,401100,296000,52.561832,-1.9852051,W,120,3509,668,557,441,2491,6713,14378
2023,M6,TM,13,14,392220,319740,52.77519,-2.1167669,N,83,1953,422,159,292,1633,4964,9423
2023,M6,TM,13,14,392220,319740,52.77519,-2.1167669,S,89,1814,351,187,231,1598,5564,9745
2023,M6,TM,22,23,359100,396360,53.462387,-2.6174981,N,58,1127,338,425,325,2094,2990,7298
2023,M6,TM,22,23,359100,396360,53.462387,-2.6174981,S,76,1193,294,378,348,2215,2923,7351
2023,M6,TM,26,27,353838,408487,53.570945,-2.6985387,N,105,963,144,268,298,1264,2435,5372
2023,M6,TM,26,27,353838,408487,53.570945,-2.6985387,S,127,894,241,273,145,1384,2706,5643
2023,M6,TM,31A,32,356500,432900,53.790586,-2.6617764,E,108,1183,125,610,439,2330,1423,6110
2023,M6,TM,31A,32,356500,432900,53.790586,-2.6617764,W,76,822,189,572,183,437,3466,5669
2023,M6,TM,LA Boundary,36,352800,477600,54.191979,-2.7248809,N,27,540,85,155,66,331,2618,3795
2023,M6,TM,LA Boundary,36,352800,477600,54.191979,-2.7248809,S,39,555,84,124,134,420,2998,4314
2023,M6,TM,40,41,350125,530802,54.669809,-2.7748457,N,96,465,171,103,156,482,2750,4126
2023,M6,TM,40,41,350125,530802,54.669809,-2.7748457,S,90,420,140,102,134,689,3127,4612
2023,M11,TM,11,12,543478,253852,52.164295,0.096300989,N,70,610,158,154,126,762,2935,4745
2023,M11,TM,11,12,543478,253852,52.164295,0.096300989,S,78,526,153,129,100,1098,2441,4447
2023,M18,TM,LA Boundary,M62 / M18,468480,420010,53.672086,-0.96491325,N,43,1020,362,163,165,532,3797,6039
2023,M18,TM,LA Boundary,M62 / M18,468480,420010,53.672086,-0.96491325,S,23,989,357,136,147,579,4000,6209
2023,M27,TM,10,11,458600,107400,50.863147,-1.1687154,E,95,826,203,465,111,367,958,2930
2023,M27,TM,10,11,458600,107400,50.863147,-1.1687154,W,88,1060,125,449,113,387,969,3103
2023,M40,TM,2,1A,500188,186122,51.565084,-0.55597643,E,214,1722,245,472,90,674,1583,4786
2023,M40,TM,2,1A,500188,186122,51.565084,-0.55597643,W,196,1764,290,480,108,624,1532,4797
2023,M53,TM,5,4,332900,380400,53.31626,-3.0086674,E,54,342,121,134,21,126,754,1498
2023,M53,TM,5,4,332900,380400,53.31626,-3.0086674,W,64,326,136,127,14,123,583,1310
2023,M54,TM,7,6,364600,310325,52.689447,-2.5251623,E,49,644,130,156,113,536,986,2566
2023,M54,TM,7,6,364600,310325,52.689447,-2.5251623,W,49,653,132,158,115,544,1000,2602
2023,M56,TM,6,5,380725,386100,53.371406,-2.2911611,N,196,1002,214,394,101,1076,1305,4092
2023,M56,TM,6,5,380725,386100,53.371406,-2.2911611,S,148,1004,277,414,150,469,2009,4325
2023,M56,TM,11,LA Boundary,358597,381532,53.329073,-2.6231231,E,80,1022,300,252,180,1043,3494,6292
2023,M56,TM,11,LA Boundary,358597,381532,53.329073,-2.6231231,W,80,908,281,246,128,694,3693,5951
2023,M61,TM,LA Boundary,8,361335,414631,53.626774,-2.586102,N,81,724,70,232,75,663,1258,3023
