GVW_GEV,GVW_gumbel,GVW_weibull
1227.5520138030631,1101.3446011721549,967.9651440223278
1297.0844466258775,1156.0221231205235,995.6042909161112
1089.4853305619765,1114.9931738991838,972.1337301594607
1250.1464968795817,1124.4921410883505,987.7687712695442
934.2072487362814,1162.9833440293164,1016.4760490272621
1248.4701527539582,1161.2712891853228,964.0884079131002
1031.8790635304488,1124.4991187547096,975.1744395816783
1254.7566255260256,1139.510509905125,977.550071347619
924.0186945312698,1146.8025416235826,978.678421430464
1230.208607900537,1109.487350656512,994.5582976628305
1238.1988620293776,1134.470348701597,965.7227670898055
1263.7304016126368,1126.1842125645842,1023.1737032993409
1017.7733380170239,1144.8266602378485,979.3761151091262
990.4628783537213,1153.120680763271,984.7280572522069
1277.1979975717188,1169.203863684498,985.5748071648495
920.02652851627,1144.5700808213887,976.1821498914848
1254.2198004277575,1143.9698173259253,964.701330372832
1252.67371615697,1123.4333261353167,1015.0179074469881
1001.0110732142638,1119.7997995407566,976.532582813454
1232.9091320002572,1110.8996246549045,1005.4634804125037
