year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,all_HGVs,2_axle,3_axle,4_axle,5_axle,6_axle,7_axle,Mean GVW
2023,M2,TM,A249,5,585655,162107,51.327754,0.66336622,E,2053,411,84,157,298,1122,4,32414.25963391137
2023,M2,TM,A249,5,585655,162107,51.327754,0.66336622,W,997,278,121,103,274,230,3,25524.165510406343
2023,M3,TM,4,A331,486530,158260,51.316879,-0.75976914,C,1489,422,126,128,422,485,3,27649.535939470366
2023,M25,TM,21A,21,512500,203110,51.715447,-0.37296767,E,12765,3184,833,709,2028,6157,16,30649.082463061808
2023,M25,TM,21A,21,512500,203110,51.715447,-0.37296767,W,8868,1328,560,473,2630,4161,11,32391.14482156499
2023,M6,TM,LA Boundary,3,435000,284770,52.459762,-1.4863189,E,11956,3103,293,438,1801,6430,8,31781.82771473536
2023,M6,TM,LA Boundary,3,435000,284770,52.459762,-1.4863189,W,11548,2347,545,527,1623,6640,12,32845.489396271594
2023,M61,TM,9,M6,358361,425535,53.724546,-2.632534,N,2335,633,171,168,277,1184,6,30231.234522345225
2023,M61,TM,9,M6,358361,425535,53.724546,-2.632534,S,2505,673,259,225,319,1132,8,29021.225535168196
2023,M621,TM,A62 SPUR,M62,423506,427846,53.746463,-1.6450523,C,3487,838,196,154,399,1921,3,31735.306465394475
2023,M40,TM,M40 (3A),16,415000,271020,52.337061,-1.7812743,E,5013,1418,289,198,705,2540,5,30413.99146459748
2023,M40,TM,M40 (3A),16,415000,271020,52.337061,-1.7812743,W,5545,1686,331,243,818,2582,6,29423.84204024003
2023,M40,TM,LA Boundary,11,445573,243636,52.089204,-1.3362665,N,5394,1665,246,314,1208,2042,4,28479.169739003468
2023,M40,TM,LA Boundary,11,445573,243636,52.089204,-1.3362665,S,5303,1421,243,213,1266,2255,3,30048.82095908165
2023,M3,TM,A27,M27 (14),442160,117600,50.956293,-1.4011217,N,364,170,56,31,70,114,1,23826.58597285068
2023,M3,TM,A27,M27 (14),442160,117600,50.956293,-1.4011217,S,357,154,47,32,72,115,1,24907.135391923992
2023,M4,TM,24,LA Boundary,339100,189240,51.598695,-2.8806387,E,4019,753,348,245,691,2143,5,32303.368936678613
2023,M4,TM,24,LA Boundary,339100,189240,51.598695,-2.8806387,W,3689,668,230,164,425,2331,5,33800.08893539105
2023,M4,TM,LA Boundary,47,259200,202550,51.703975,-4.0389937,E,1711,528,187,125,338,564,4,26439.631729667813
2023,M4,TM,LA Boundary,47,259200,202550,51.703975,-4.0389937,W,1652,521,156,110,335,563,4,27207.27353463588
2023,M9,TM,2,LA boundary,310900,674700,55.957027,-3.4286281,E,2400,860,218,120,336,926,4,26938.140016233767
2023,M9,TM,2,LA boundary,310900,674700,55.957027,-3.4286281,W,1184,369,118,81,180,461,2,27755.369942196532
2023,M9,TM,7,6,289970,683800,56.034408,-3.7674137,N,2225,487,133,116,617,900,4,30062.77182100133
2023,M9,TM,7,6,289970,683800,56.034408,-3.7674137,S,2339,556,116,91,1051,559,4,28198.51156920488
2023,M74,TM,8,7,277240,649300,55.721517,-3.95594,N,3727,416,149,212,522,2509,5,35782.767899291895
2023,M74,TM,8,7,277240,649300,55.721517,-3.95594,S,4204,474,173,249,598,2772,6,35714.35393258427
2023,M90,TM,2,3,313700,685700,56.056341,-3.3873346,N,2849,984,176,181,680,918,5,26982.04110054348
2023,M90,TM,2,3,313700,685700,56.056341,-3.3873346,S,3210,1066,286,190,766,1015,7,26569.234534534535
2023,M8,TM,12,11,263700,666500,55.872327,-4.1799495,E,3247,1792,435,216,610,493,6,20459.153153153155
2023,M8,TM,12,11,263700,666500,55.872327,-4.1799495,W,2874,1496,316,189,546,574,7,21747.690217391304
2023,M8,TM,17,16,259048,666428,55.870342,-4.2541977,E,3741,1110,477,385,747,1155,14,26339.4341563786
2023,M8,TM,17,16,259048,666428,55.870342,-4.2541977,W,3191,1027,456,315,631,1013,13,26128.875542691752
2023,M1,TM,M1 main route,A41,522300,190660,51.601511,-0.23553414,E,598,335,51,69,55,110,2,20162.263665594855
2023,M1,TM,M1 main route,A41,522300,190660,51.601511,-0.23553414,W,587,310,49,76,44,120,2,21120.747088186356
2023,M1,TM,LA boundary,5,514700,196100,51.652,-0.34343801,E,1768,672,266,280,328,463,10,24129.747399702825
2023,M1,TM,LA boundary,5,514700,196100,51.652,-0.34343801,W,1931,795,241,324,452,377,12,23164.4870513403
2023,M1,TM,9,LA Boundary,509100,215300,51.825677,-0.41833697,N,11498,1859,624,770,3998,4363,12,31121.907362807502
2023,M1,TM,9,LA Boundary,509100,215300,51.825677,-0.41833697,S,11472,1626,643,812,3865,4632,15,31709.40274303459
2023,M1,TM,Jn 18 (A428),LA Boundary,457081,275396,52.373642,-1.1629711,N,11596,1250,487,496,3957,5480,7,33619.98124518284
2023,M1,TM,Jn 18 (A428),LA Boundary,457081,275396,52.373642,-1.1629711,S,12747,1717,633,572,2771,7123,12,34072.32257561584
2023,M1,TM,23,23A,447400,322600,52.798886,-1.2984203,N,7755,1180,324,485,1562,4309,8,33569.49949161159
2023,M1,TM,23,23A,447400,322600,52.798886,-1.2984203,S,7572,1076,339,512,1737,4031,8,33529.464624172404
2023,M1,TM,28   A38,29  A617 A6175,444841,360664,53.141246,-1.3311124,N,10196,1816,502,475,1389,6090,7,33720.1663585952
2023,M1,TM,28   A38,29  A617 A6175,444841,360664,53.141246,-1.3311124,S,12626,3301,768,342,1033,7274,12,31810.204870384918
2023,M1,TM,33,LA Boundary,442960,389150,53.397438,-1.355392,C,10251,2293,618,624,2215,4710,17,30872.493652763194
2023,M1,TM,LA boundary,39,429916,413861,53.620441,-1.5492025,N,4315,1001,314,240,1272,1581,6,29491.01223380154
2023,M1,TM,LA boundary,39,429916,413861,53.620441,-1.5492025,S,4789,1146,291,225,1926,1296,6,28144.939059304703
2023,M2,TM,3,LA Boundary,577700,161500,51.324841,0.5490077,E,3847,667,111,268,1156,1666,7,31720.992258064514
2023,M2,TM,3,LA Boundary,577700,161500,51.324841,0.5490077,W,3649,665,207,289,851,1679,7,31473.361817198485
2023,M3,TM,Junction 6 M3,Junction 5 M3,468000,152100,51.264011,-1.0267799,E,2986,740,241,206,475,1471,6,30275.217585218223
2023,M3,TM,Junction 6 M3,Junction 5 M3,468000,152100,51.264011,-1.0267799,W,3004,809,241,207,898,973,4,28134.54533844189
2023,M3,TM,A303,Junction 8 M3,455500,144800,51.199728,-1.2070431,E,1510,292,56,185,210,765,4,31771.114417989418
2023,M3,TM,A303,Junction 8 M3,455500,144800,51.199728,-1.2070431,W,1419,287,73,118,304,636,3,30614.251231527094
2023,M4,TM,4,A4,507470,177800,51.488946,-0.45349471,N,305,388,191,49,26,24,1,15828.226804123711
2023,M4,TM,4,A4,507470,177800,51.488946,-0.45349471,S,332,425,191,38,20,35,1,15727.566197183098
2023,M4,TM,Junction 8/9,LA Boundary,489600,178600,51.499248,-0.71059751,E,7735,1918,371,1066,1396,2964,46,28899.104883391316
2023,M4,TM,Junction 8/9,LA Boundary,489600,178600,51.499248,-0.71059751,W,7500,1988,414,1095,1137,2839,46,28278.92645298577
2023,M4,TM,Junction 19 M4,Junction 18 M4,370203,177742,51.497826,-2.4306326,E,4531,1030,298,286,2316,820,5,27318.407150368035
2023,M4,TM,Junction 19 M4,Junction 18 M4,370203,177742,51.497826,-2.4306326,W,4529,1117,316,357,2029,872,5,26743.501916524703
2023,M5,TM,M42(4A) Northern feeder,4,395618,274351,52.367191,-2.0657808,N,5417,1533,319,292,896,2435,6,29687.31873745667
2023,M5,TM,M42(4A) Northern feeder,4,395618,274351,52.367191,-2.0657808,S,5191,1443,344,283,874,2312,5,29372.048089716784
2023,M5,TM,10,9,391400,228085,51.951189,-2.1265411,N,5901,1505,216,625,2635,990,3,26535.50535654503
2023,M5,TM,10,9,391400,228085,51.951189,-2.1265411,S,5971,1404,187,515,3364,577,3,25956.148925619837
2023,M5,TM,12,11a,383400,212500,51.810884,-2.2421875,E,5206,902,273,338,1891,1889,6,30487.611436120023
2023,M5,TM,12,11a,383400,212500,51.810884,-2.2421875,W,5021,994,341,263,1841,1694,7,29892.724124513617
2023,M6,TM,LA Boundary,1,453200,279000,52.406429,-1.2194014,E,9672,1839,433,346,1728,5372,5,33214.6139051733
2023,M6,TM,LA Boundary,1,453200,279000,52.406429,-1.2194014,W,9809,1724,431,372,1684,5650,5,33697.0002027164
2023,M6,TM,6,5,413800,290180,52.50934,-1.7981018,C,21402,4987,1141,1642,3659,10265,53,30906.902285372696
2023,M6,TM,8E,LA Boundary,402000,295064,52.553415,-1.9719341,C,14457,3288,766,804,1988,7627,23,31692.804980684326
2023,M6,TM,21A  (Junction 10 M62),22    (A579 Junction - North of Junction 10  M62),362000,393300,53.435101,-2.5734505,E,6621,1394,718,331,1903,2982,9,30385.233337876518
2023,M6,TM,21A  (Junction 10 M62),22    (A579 Junction - North of Junction 10  M62),362000,393300,53.435101,-2.5734505,W,6643,1242,297,391,2632,2193,6,30253.562047034462
2023,M6,TM,25,26,354480,402060,53.513237,-2.6879075,N,5407,973,203,272,862,3155,6,33679.08024127216
2023,M6,TM,25,26,354480,402060,53.513237,-2.6879075,S,5525,911,330,312,1497,2554,6,32151.95668449198
2023,M6,TM,30,31,357900,428900,53.754751,-2.6399797,N,5878,1094,450,351,718,3498,10,33082.549420029405
2023,M6,TM,30,31,357900,428900,53.754751,-2.6399797,S,6544,1428,369,416,794,3722,13,32102.331059032927
2023,M11,TM,5,M25 (6),546600,199000,51.670652,0.11858127,N,2531,1039,183,261,420,812,11,25510.593176815848
2023,M11,TM,5,M25 (6),546600,199000,51.670652,0.11858127,S,2213,790,180,260,569,614,10,25871.477094510938
2023,M11,TM,10,11,545757,248607,52.116576,0.12734937,N,4581,534,218,186,1133,2578,5,34700.14868929953
2023,M11,TM,10,11,545757,248607,52.116576,0.12734937,S,4381,532,182,204,1310,2237,4,33987.528529872456
2023,M20,TM,3,4,566800,159400,51.309273,0.39173771,E,6707,1137,273,504,2862,2019,12,30140.380931394153
2023,M20,TM,3,4,566800,159400,51.309273,0.39173771,W,5829,832,236,418,2568,1850,10,30959.750084545147
2023,M23,TM,8,7,529700,154000,51.270401,-0.14216173,E,942,334,97,147,213,170,4,23233.97305699482
2023,M23,TM,8,7,529700,154000,51.270401,-0.14216173,W,1042,445,119,121,166,221,4,22935.478624535317
2023,M27,TM,11,LA Boundary,460100,106800,50.857598,-1.1475026,E,2941,784,324,260,130,1534,11,29778.242852448242
2023,M27,TM,11,LA Boundary,460100,106800,50.857598,-1.1475026,W,3098,909,401,278,127,1478,10,28505.944427099595
2023,M40,TM,6,LA Boundary,473700,196400,51.661559,-0.93587883,E,3896,1425,307,168,689,1521,5,27236.049331713246
2023,M40,TM,6,LA Boundary,473700,196400,51.661559,-0.93587883,W,4146,1666,328,157,719,1499,5,26179.184727937813
2023,M50,TM,LA Boundary,2,371580,230827,51.975177,-2.4151501,E,1963,456,77,72,325,1047,1,32017.85540950455
2023,M50,TM,LA Boundary,2,371580,230827,51.975177,-2.4151501,W,1794,397,52,65,334,959,1,32258.18639380531
2023,M55,TM,4,3,337900,434100,53.799479,-2.9443159,E,856,346,86,78,96,305,3,25258.983588621446
2023,M55,TM,4,3,337900,434100,53.799479,-2.9443159,W,890,387,107,75,79,302,3,24602.73871983211
2023,M56,TM,3,2,382400,389000,53.397531,-2.2661494,E,2140,539,168,121,123,1249,4,31632.602994555353
2023,M56,TM,3,2,382400,389000,53.397531,-2.2661494,W,2077,475,251,145,254,1015,4,30171.735074626864
2023,M57,TM,3,4,343120,394100,53.440589,-2.8577519,N,3786,711,237,288,1376,1261,8,29769.040968822468
2023,M57,TM,3,4,343120,394100,53.440589,-2.8577519,S,5164,1501,398,302,465,2632,8,29751.69129287599
2023,M61,TM,5,6,365425,407750,53.565215,-2.5234974,E,4245,1818,361,207,322,1611,7,25623.110725843737
2023,M61,TM,5,6,365425,407750,53.565215,-2.5234974,W,4004,1676,275,194,331,1595,5,26398.24558390579
2023,M60,TM,15,16,377600,403300,53.525881,-2.339359,E,11026,3492,686,513,882,5500,12,29610.500676589985
2023,M60,TM,15,16,377600,403300,53.525881,-2.339359,W,10633,3183,588,449,872,5573,10,30526.058829039812
2023,M62,TM,LA Boundary,19,384460,407700,53.565679,-2.2361019,E,10413,2462,228,283,1961,5595,8,32503.111796526526
2023,M62,TM,LA Boundary,19,384460,407700,53.565679,-2.2361019,W,9608,1796,440,568,2830,4069,7,31315.126364572607
2023,M62,TM,23,LA Boundary,410100,418650,53.664238,-1.8486256,E,8303,1721,380,269,1189,4788,5,33073.79322318007
2023,M62,TM,23,LA Boundary,410100,418650,53.664238,-1.8486256,W,8417,1837,432,234,1207,4760,4,32852.7725985367
2023,M62,TM,28,29,428900,426400,53.733197,-1.5633989,E,11477,2263,703,534,1087,6895,10,33326.60250609119
2023,M62,TM,28,29,428900,426400,53.733197,-1.5633989,W,11863,2533,670,532,1033,7093,12,32981.83963614925
2023,M180,TM,LA Boundary,2,471609,409302,53.575439,-0.92001853,E,5631,308,178,74,421,4666,2,39544.038944946005
2023,M180,TM,LA Boundary,2,471609,409302,53.575439,-0.92001853,W,5502,319,183,42,86,4886,2,40626.360275462124
2023,M181,TM,M181,1,486242,410882,53.587439,-0.69864932,N,1896,417,106,121,331,925,2,31203.225552050473
2023,M181,TM,M181,1,486242,410882,53.587439,-0.69864932,S,1683,311,78,70,652,576,2,30774.702190645352
2023,M275,PM,M27,end of Principal section,464160,102350,50.817151,-1.0906057,N,998,332,164,92,304,273,3,25256.701198630137
2023,M275,PM,M27,end of Principal section,464160,102350,50.817151,-1.0906057,S,905,322,157,86,286,225,2,24793.76159554731
2023,M53,TM,9,8,340000,377416,53.290295,-2.9015428,E,2217,495,113,141,539,991,5,31295.731611208405
2023,M53,TM,9,8,340000,377416,53.290295,-2.9015428,W,2313,505,178,138,703,891,5,29502.51446280992
2023,M5,TM,29,28,297371,95618,50.75106,-3.4561681,N,3090,774,252,325,487,1307,11,29276.252534854248
2023,M5,TM,29,28,297371,95618,50.75106,-3.4561681,S,2800,682,226,297,447,1195,11,29398.006298110566
2023,M18,TM,3,4,463200,402000,53.510894,-1.0484649,E,4975,464,200,215,1315,2792,6,34840.7734375
2023,M18,TM,3,4,463200,402000,53.510894,-1.0484649,W,5104,481,140,156,1540,2796,6,34955.19945301817
2023,M67,TM,3,A57,396500,395650,53.45759,-2.0541776,E,1721,489,146,214,395,503,3,26710.098285714284
2023,M67,TM,3,A57,396500,395650,53.45759,-2.0541776,W,1687,491,124,191,457,447,2,26549.738901869157
2023,M66,TM,1,LA Boundary,380135,415276,53.633626,-2.3018875,N,1706,457,121,61,131,986,2,31521.64505119454
2023,M66,TM,1,LA Boundary,380135,415276,53.633626,-2.3018875,S,1567,420,160,101,290,647,3,28849.602714373843
2023,M25,TM,12,11,502495,166677,51.389888,-0.5283405,N,7155,1644,578,496,1516,3130,14,29923.93751694226
2023,M25,TM,12,11,502495,166677,51.389888,-0.5283405,S,6442,1476,450,372,1772,2572,12,29761.962729185452
2023,M58,TM,3,4,345782,405000,53.538834,-2.8195692,E,1853,524,105,127,184,939,5,30166.78184713376
2023,M58,TM,3,4,345782,405000,53.538834,-2.8195692,W,1900,433,111,145,349,892,5,30664.064599483205
2023,M20,TM,9,10,602000,143200,51.152396,0.88700644,E,4355,907,228,152,1217,1906,4,30938.69460806525
2023,M20,TM,9,10,602000,143200,51.152396,0.88700644,W,4616,952,180,166,1218,2154,5,31689.83807486631
2023,M25,TM,4,3,550300,164700,51.361489,0.15743252,N,5360,1484,237,511,1171,2028,17,28711.289647577094
2023,M25,TM,4,3,550300,164700,51.361489,0.15743252,S,6800,2578,434,455,721,2714,15,26871.252999855427
2023,M25,TM,16,LA Boundary,501559,187449,51.576767,-0.5358207,N,9856,3556,547,661,1930,3250,14,26547.298453504718
2023,M25,TM,16,LA Boundary,501559,187449,51.576767,-0.5358207,S,8116,2826,571,544,996,3256,15,27496.23720760234
2023,M25,TM,21A,22,516216,202781,51.711733,-0.31931289,E,10728,1626,601,560,2635,5375,16,32831.01276241561
2023,M25,TM,21A,22,516216,202781,51.711733,-0.31931289,W,9779,1651,439,554,2261,4959,15,32709.3779734791
2023,M25,TM,29,LA Boundary,557400,190260,51.589211,0.27070675,N,13250,2916,343,530,3512,6030,11,31649.04287213311
2023,M25,TM,29,LA Boundary,557400,190260,51.589211,0.27070675,S,13521,2348,482,486,3333,6934,13,33156.060753162696
2023,M60,TM,2,A560,386400,389200,53.399448,-2.206003,E,289,109,38,40,65,55,2,23587.194174757282
2023,M60,TM,2,A560,386400,389200,53.399448,-2.206003,W,362,148,47,50,64,68,2,22690.87598944591
2023,M65,TM,8,9,379415,431826,53.782349,-2.3138817,E,1936,712,155,158,239,813,6,27027.690350456072
2023,M65,TM,8,9,379415,431826,53.782349,-2.3138817,W,2038,809,201,126,152,842,5,26599.096018735363
2023,M6,TM,10,LA Boundary,398823,300703,52.604111,-2.0188126,N,10813,2439,489,489,1692,5790,12,32164.542663367243
2023,M6,TM,10,LA Boundary,398823,300703,52.604111,-2.0188126,S,10790,2900,362,450,1480,5684,12,31475.235029390155
2023,M27,TM,7,8,448000,112447,50.909503,-1.318658,N,2637,714,306,279,377,1082,9,28319.95229490423
2023,M27,TM,7,8,448000,112447,50.909503,-1.318658,S,2981,1548,222,295,489,493,8,20916.58788870704
2023,M27,TM,LA Boundary,4A,442000,117168,50.952421,-1.4034493,E,2052,917,116,201,407,463,9,23730.654992901087
2023,M27,TM,LA Boundary,4A,442000,117168,50.952421,-1.4034493,W,2024,968,103,200,472,335,8,21990.776126558005
2023,M42,TM,3,M42,410000,272650,52.351828,-1.854609,E,7175,1845,445,381,896,3677,9,30735.27878119399
2023,M42,TM,3,M42,410000,272650,52.351828,-1.854609,W,7486,1885,448,375,964,3874,9,31044.09702183984
2023,M6,TM,A47,5,414060,290100,52.508615,-1.7942744,E,1552,497,125,115,351,465,5,26461.0892169448
2023,M6,TM,A47,5,414060,290100,52.508615,-1.7942744,W,1597,541,133,96,285,542,5,26694.713483146068
2023,M42,TM,1,2,400000,272770,52.352996,-2.0014238,E,6453,1697,320,281,719,3500,5,31289.907390371052
2023,M42,TM,1,2,400000,272770,52.352996,-2.0014238,W,6835,1894,387,344,743,3570,5,30543.521820538674
2023,M42,TM,LA Boundary,11,430000,308680,52.674999,-1.5577479,N,5037,805,264,383,1426,2200,6,31705.184500393392
2023,M42,TM,LA Boundary,11,430000,308680,52.674999,-1.5577479,S,4429,702,266,346,1292,1857,6,31447.70396061759
2023,M6,TM,5,LA Boundary,416370,290730,52.514214,-1.7602091,E,11033,2544,606,898,1995,5151,29,30693.15646440346
2023,M6,TM,5,LA Boundary,416370,290730,52.514214,-1.7602091,W,11261,2651,583,814,1816,5541,26,31000.696002099554
2023,M57,TM,2,3,343542,393267,53.433148,-2.8512501,E,4185,723,259,323,642,2297,9,32964.193275335056
2023,M57,TM,2,3,343542,393267,53.433148,-2.8512501,W,3888,723,243,335,672,1969,9,31862.77904328018
2023,M18,TM,M18 spur,M62,468320,421340,53.68406,-0.96704236,C,6736,1126,441,229,665,4307,4,34248.14116952156
2023,M62,TM,SPUR,27,423880,427980,53.74765,-1.6393711,E,8181,981,390,315,1490,5063,5,35199.35868510432
2023,M62,TM,SPUR,27,423880,427980,53.74765,-1.6393711,W,8936,1997,349,243,1455,4950,5,32725.443938215358
2023,M60,TM,9,8,377535,395000,53.451276,-2.3397424,N,3158,952,246,253,592,1149,10,27866.515615240474
2023,M60,TM,9,8,377535,395000,53.451276,-2.3397424,S,3321,857,294,255,755,1206,10,28516.494225644063
2023,M1,TM,LA boundary,35A,436124,397533,53.473296,-1.4572339,N,6881,1307,337,269,3981,1098,12,28006.855082809823
2023,M1,TM,LA boundary,35A,436124,397533,53.473296,-1.4572339,S,6963,1300,218,318,4058,1172,13,28656.55120779771
2023,M65,PM,13,A6068,386000,439051,53.847506,-2.214279,E,851,287,115,95,158,216,3,24662.735697940505
2023,M65,PM,13,A6068,386000,439051,53.847506,-2.214279,W,811,296,112,92,153,180,3,23820.793062200955
2023,M42,TM,M42,3A,413000,272306,52.348673,-1.810578,C,8452,2038,522,442,993,4667,11,31648.174795341867
2023,M42,TM,LA Boundary,4,414360,275000,52.372859,-1.7904983,N,7134,1759,453,372,764,3961,8,31654.762334290008
2023,M42,TM,LA Boundary,4,414360,275000,52.372859,-1.7904983,S,6952,1639,418,366,892,3816,10,31753.941044671614
2023,M40,TM,8 / A418,M40 spur,462800,204700,51.737498,-1.0919507,E,3540,1200,200,136,820,1260,2,27572.93366500829
2023,M40,TM,8 / A418,M40 spur,462800,204700,51.737498,-1.0919507,W,3207,1116,215,136,596,1207,1,27585.871904616324
2023,M40,TM,13,12,434552,257557,52.215151,-1.4957011,E,4577,1231,206,173,788,2279,5,30745.50320375908
2023,M40,TM,13,12,434552,257557,52.215151,-1.4957011,W,5325,1568,241,206,865,2549,4,30152.632063316767
2023,M1,TM,23A,24,447261,325999,52.829451,-1.2999913,N,9568,1724,461,541,2684,4230,10,31579.843316062175
2023,M1,TM,23A,24,447261,325999,52.829451,-1.2999913,S,10370,1868,499,587,2909,4584,11,31657.39472174412
2023,M60,TM,27,26A,390675,391450,53.419766,-2.1417765,E,2723,968,184,189,508,948,5,26842.529978586725
2023,M60,TM,27,26A,390675,391450,53.419766,-2.1417765,W,2849,871,237,185,868,757,6,26655.225718194255
2023,M57,TM,4,5,341500,396700,53.463778,-2.8826212,E,2947,527,178,162,241,1868,6,33885.3430583501
2023,M57,TM,4,5,341500,396700,53.463778,-2.8826212,W,2588,532,144,167,319,1478,6,32711.160241874528
2023,M45,TM,A45T,A45T,447697,271022,52.335217,-1.3014189,E,1027,325,62,60,179,417,2,28702.16937799043
2023,M45,TM,A45T,A45T,447697,271022,52.335217,-1.3014189,W,1089,344,69,77,187,425,2,27999.510869565216
2023,M4,TM,26,25A,330836,189830,51.603043,-3.0000482,E,4220,745,261,245,591,2438,5,33107.27747957993
2023,M4,TM,26,25A,330836,189830,51.603043,-3.0000482,W,3926,755,180,151,358,2535,5,33950.49397590361
2023,M4,TM,LA Boundary,29,324000,183800,51.547953,-3.0974273,E,3403,690,228,205,561,1759,5,31660.627030162414
2023,M4,TM,LA Boundary,29,324000,183800,51.547953,-3.0974273,W,3329,710,195,210,905,1341,6,30330.534897534897
2023,M4,TM,41 mid-junction,40,276513,190373,51.598622,-3.7842846,E,2245,508,210,202,377,1028,6,30129.34706134706
2023,M4,TM,41 mid-junction,40,276513,190373,51.598622,-3.7842846,W,2158,465,160,165,316,1088,6,30944.987727272728
2023,M4,TM,45,44,270137,197744,51.663426,-3.8790246,E,2114,519,188,182,318,946,6,29884.153774895785
2023,M4,TM,45,44,270137,197744,51.663426,-3.8790246,W,2032,551,183,158,270,918,6,29219.52396931927
2023,M4,TM,42 western spur,42 eastern spur,272740,195000,51.639363,-3.8404108,C,6079,1361,366,370,1314,2794,10,30773.511665325823
2023,M8,TM,5,LA Boundary,287529,663975,55.855806,-3.7982942,E,3190,762,302,222,982,1062,5,28679.52383808096
2023,M8,TM,5,LA Boundary,287529,663975,55.855806,-3.7982942,W,2966,733,297,232,873,940,5,27918.832142857143
2023,M9,TM,10,11,277600,696100,56.14185,-3.9714461,N,1562,335,154,63,116,935,1,32661.38029925187
2023,M9,TM,10,11,277600,696100,56.14185,-3.9714461,S,1718,404,131,85,144,994,2,32023.286363636365
2023,M74,TM,5,4,271021,659206,55.80885,-4.0595643,N,4067,1090,322,451,1494,904,9,26507.295784543327
2023,M74,TM,5,4,271021,659206,55.80885,-4.0595643,S,4594,1065,611,246,1795,1086,5,27074.710482529117
2023,M80,TM,LA boundary,M80 spur to A91/A872,280380,686200,56.053658,-3.9222984,N,1522,226,104,59,184,985,3,34665.44971172325
2023,M80,TM,LA boundary,M80 spur to A91/A872,280380,686200,56.053658,-3.9222984,S,1720,353,142,108,253,907,2,31633.159773371106
2023,M8,TM,9,M73,268300,665120,55.861216,-4.1058172,E,2300,862,271,191,567,607,6,24884.424520766774
2023,M8,TM,9,M73,268300,665120,55.861216,-4.1058172,W,2037,783,178,104,435,743,5,26446.82339857651
2023,M8,TM,14,13,261800,666050,55.867746,-4.2100609,E,2919,1581,342,207,678,466,6,20874.62530487805
2023,M8,TM,14,13,261800,666050,55.867746,-4.2100609,W,3714,1963,513,234,640,794,8,21787.841040462426
2023,M8,TM,18,17,257950,666000,55.866177,-4.2715055,N,3792,1497,347,256,1104,647,10,23364.856513856514
2023,M8,TM,18,17,257950,666000,55.866177,-4.2715055,S,1353,562,114,89,384,232,4,23427.43537906137
2023,M8,TM,24,23,255340,664220,55.84942,-4.3122252,E,2731,812,417,217,272,1283,9,28436.49003322259
2023,M8,TM,24,23,255340,664220,55.84942,-4.3122252,W,2879,915,387,235,537,1098,9,27193.64696636278
2023,M90,TM,9,10,313270,719340,56.358407,-3.4052476,N,1506,548,199,137,306,417,4,25095.98137802607
2023,M90,TM,9,10,313270,719340,56.358407,-3.4052476,S,1764,691,243,147,366,422,4,24310.707955152164
2023,M1,TM,6A,7,510745,205944,51.741267,-0.39745994,N,11428,2632,571,610,2480,5269,11,30801.977101875054
2023,M1,TM,6A,7,510745,205944,51.741267,-0.39745994,S,10982,2207,594,500,2319,5487,11,32127.742399712177
2023,M1,TM,10,LA Boundary,505724,222052,51.88701,-0.46524099,N,10964,1870,643,667,2241,5636,13,32649.045438121047
2023,M1,TM,10,LA Boundary,505724,222052,51.88701,-0.46524099,S,11136,1706,546,660,2279,6029,14,33479.942406978815
2023,M1,TM,15A,16,471749,257564,52.211633,-0.95134198,E,9345,1221,430,548,3168,4155,7,32725.51002203799
2023,M1,TM,15A,16,471749,257564,52.211633,-0.95134198,W,9724,1303,476,603,3232,4282,7,32458.118549934363
2023,M1,TM,20,21,454443,298914,52.585315,-1.1978817,N,7602,1083,312,406,1432,4490,11,34120.49495733126
2023,M1,TM,20,21,454443,298914,52.585315,-1.1978817,S,7673,868,278,455,2066,4153,10,34078.1037037037
2023,M1,TM,LA Boundary,31,447354,382836,53.340314,-1.2902597,N,10110,1391,446,635,2154,5597,11,33913.952511237054
2023,M1,TM,LA Boundary,31,447354,382836,53.340314,-1.2902597,S,11082,2264,720,713,1770,5743,9,31919.337106694
2023,M1,TM,35A,36,435700,398200,53.47932,-1.4635459,N,4437,961,255,250,727,2300,9,31834.9666814749
2023,M1,TM,35A,36,435700,398200,53.47932,-1.4635459,S,4621,969,263,214,1921,1330,8,29085.78278427205
2023,M1,TM,40,LA Boundary,429500,423000,53.702605,-1.5546268,N,6559,1718,382,321,776,3441,8,31069.78016852242
2023,M1,TM,40,LA Boundary,429500,423000,53.702605,-1.5546268,S,7216,1796,519,395,654,3946,9,31325.33269572346
2023,M3,TM,3,2,496556,164547,51.371782,-0.61424584,E,4212,1120,182,315,1012,1735,8,29481.058096980785
2023,M3,TM,3,2,496556,164547,51.371782,-0.61424584,W,4285,1136,164,256,1084,1775,8,29856.678950938276
2023,M4,TM,LA Boundary,LA Boundary,498500,178000,51.492375,-0.58258999,E,3976,1122,340,332,618,1778,10,28953.353095238097
2023,M4,TM,LA Boundary,LA Boundary,498500,178000,51.492375,-0.58258999,W,3737,1166,355,294,565,1563,10,28113.975967619528
2023,M4,TM,LA Boundary,10,473489,169100,51.416164,-0.94461967,E,4839,1560,324,361,864,1943,9,28214.465520648093
2023,M4,TM,LA Boundary,10,473489,169100,51.416164,-0.94461967,W,4684,1555,246,346,819,1896,9,28055.319236296447
2023,M4,TM,LA Boundary,15,417314,181264,51.530023,-1.7518008,E,4211,633,225,318,1570,1583,8,31033.433940511874
