year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs
2018,M80,TM,A73,A73,274293,674066,55.943145,-4.0142922,E,887,192,197,162,639,1283,3359
2018,M80,TM,A73,A73,274293,674066,55.943145,-4.0142922,W,893,193,198,163,644,1292,3383
2018,M74,TM,A74,A724,263553,662467,55.836076,-4.1802675,E,961,168,195,193,1166,1385,4068
2018,M74,TM,A74,A724,263553,662467,55.836076,-4.1802675,W,963,169,195,194,1169,1388,4077
2018,M4,TM,28,27,328415,187298,51.579978,-3.0344815,N,1249,252,186,239,1637,1060,4624
2018,M4,TM,28,27,328415,187298,51.579978,-3.0344815,S,1259,277,235,373,1670,1296,5109
2018,M4,TM,LA Boundary,37,280770,182100,51.525188,-3.7200444,E,667,207,207,115,330,1282,2808
2018,M4,TM,LA Boundary,37,280770,182100,51.525188,-3.7200444,W,624,221,200,73,211,1320,2650
2018,M4,TM,47,46,263100,199260,51.675377,-3.9812998,E,860,208,194,67,193,997,2518
2018,M4,TM,47,46,263100,199260,51.675377,-3.9812998,W,888,221,204,91,242,933,2580
2018,M8,TM,3,LA boundary,310000,671400,55.927219,-3.4419356,E,866,314,174,132,245,1348,3079
2018,M8,TM,3,LA boundary,310000,671400,55.927219,-3.4419356,W,1052,352,177,253,304,1451,3588
2018,M8,TM,27,26,249600,665700,55.86095,-4.404642,E,1579,265,396,209,554,591,3594
2018,M8,TM,27,26,249600,665700,55.86095,-4.404642,W,1569,264,394,209,552,587,3576
2018,M8,TM,31,30,243500,671870,55.914392,-4.5055725,E,213,42,122,14,70,208,669
2018,M8,TM,31,30,243500,671870,55.914392,-4.5055725,W,201,45,96,15,57,206,619
2018,M9,TM,6,A905,291490,681000,56.009609,-3.7418997,N,464,147,116,50,342,496,1614
2018,M9,TM,6,A905,291490,681000,56.009609,-3.7418997,S,518,133,96,58,353,534,1692
2018,M8,TM,11,10,266200,666110,55.869526,-4.1398329,E,990,213,204,89,149,820,2466
2018,M8,TM,11,10,266200,666110,55.869526,-4.1398329,W,960,239,171,76,106,747,2299
2018,M8,TM,16,15,259700,666300,55.869383,-4.2437204,E,1759,379,403,169,651,1123,4483
2018,M8,TM,16,15,259700,666300,55.869383,-4.2437204,W,1609,234,320,85,545,954,3746
2018,M73,TM,M74,LA Boundary,268800,662700,55.839624,-4.0966637,N,1423,265,504,134,652,1679,4657
