year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,buses_and_coaches,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs
2003,M4,TM,28,27,328570,187000,51.577320306,-3.032184269,E,220,1281,255,274,420,1652,1219,5101
2003,M4,TM,28,27,328570,187000,51.577320306,-3.032184269,W,242,1786,270,331,552,1694,1035,5668
2003,M4,TM,LA Boundary,37,280770,182100,51.525189997,-3.720044465,E,177,945,154,177,28,228,256,1788
2003,M4,TM,LA Boundary,37,280770,182100,51.525189997,-3.720044465,W,155,959,138,171,30,132,161,1591
2003,M4,TM,47,46,263100,199260,51.675378776,-3.981299876,E,83,837,162,95,201,548,268,2111
2003,M4,TM,47,46,263100,199260,51.675378776,-3.981299876,W,99,760,175,111,164,534,277,2021
2003,M8,TM,3,LA boundary,310000,671400,55.927220069,-3.441935691,E,232,1278,126,115,301,628,364,2812
2003,M8,TM,3,LA boundary,310000,671400,55.927220069,-3.441935691,W,274,1445,194,156,287,623,473,3178
2003,M8,TM,27,26,249600,665700,55.860951678,-4.404642133,E,319,1461,245,323,249,551,380,3209
2003,M8,TM,27,26,249600,665700,55.860951678,-4.404642133,W,288,1560,243,388,235,565,367,3358
2003,M8,TM,31,30,243500,671870,55.914393213,-4.505572605,E,119,441,51,34,92,147,75,840
2003,M8,TM,31,30,243500,671870,55.914393213,-4.505572605,W,96,440,61,45,79,123,99,847
2003,M9,TM,1,A8000,311900,675200,55.961703912,-3.412781028,E,31,472,76,54,130,382,302,1416
2003,M9,TM,1,A8000,311900,675200,55.961703912,-3.412781028,W,57,729,86,42,196,436,321,1810
2003,M9,TM,6,A905,291490,681000,56.009610736,-3.741899778,N,62,378,54,119,139,255,179,1124
2003,M9,TM,6,A905,291490,681000,56.009610736,-3.741899778,S,76,566,90,92,87,263,208,1306
2003,M90,TM,7,8,312200,705300,56.232111083,-3.417880629,N,139,592,153,58,120,274,274,1471
2003,M90,TM,7,8,312200,705300,56.232111083,-3.417880629,S,171,722,143,73,124,314,309,1685
2003,M90,TM,3,4,312800,689300,56.088513839,-3.402955984,N,86,393,70,46,86,316,114,1025
2003,M90,TM,3,4,312800,689300,56.088513839,-3.402955984,S,87,506,91,70,138,369,186,1360
2003,M8,TM,11,10,266200,666110,55.869527789,-4.139832958,E,533,957,281,422,438,880,597,3575
2003,M8,TM,11,10,266200,666110,55.869527789,-4.139832958,W,533,1041,370,427,253,559,1116,3766
2003,M8,TM,16,15,259700,666300,55.869384611,-4.243720513,E,364,2776,393,319,430,1181,915,6014
2003,M8,TM,16,15,259700,666300,55.869384611,-4.243720513,W,409,2830,403,331,411,1117,896,5988
2003,M73,TM,M74,LA Boundary,268800,662700,55.839624967,-4.096663797,N,188,472,201,178,213,137,153,1354
2003,M73,TM,M74,LA Boundary,268800,662700,55.839624967,-4.096663797,S,283,923,141,106,304,315,303,2092
2003,M1,TM,A406,M1 spur,522170,189100,51.587520736,-0.237952792,N,236,602,98,167,123,257,222,1469
2003,M1,TM,A406,M1 spur,522170,189100,51.587520736,-0.237952792,S,173,509,63,79,0,227,246,1124
2003,M1,TM,2,4,520150,194300,51.634687942,-0.265315076,N,348,689,93,280,326,333,228,1949
2003,M1,TM,2,4,520150,194300,51.634687942,-0.265315076,S,319,575,72,292,146,269,277,1631
2003,M1,TM,12,13,500244,234300,51.998106684,-0.541270096,N,388,2406,340,172,763,2837,2321,8839
2003,M1,TM,12,13,500244,234300,51.998106684,-0.541270096,S,236,1422,268,194,706,2478,2164,7232
2003,M1,TM,17,18,458354,270523,52.329705549,-1.145119703,N,180,2316,207,264,824,2783,1921,8315
2003,M1,TM,17,18,458354,270523,52.329705549,-1.145119703,S,226,1440,169,200,811,2589,2009,7218
2003,M1,TM,22,23,447940,312400,52.707153513,-1.291899545,N,297,2017,263,240,809,2697,1322,7348
2003,M1,TM,22,23,447940,312400,52.707153513,-1.291899545,S,233,1711,236,208,786,2465,1582,6988
2003,M1,TM,LA Boundary,28,446420,355300,53.092899472,-1.30828324,N,168,1672,269,170,1009,3249,1743,8112
2003,M1,TM,LA Boundary,28,446420,355300,53.092899472,-1.30828324,S,240,1818,369,116,1080,2965,2648,8996
2003,M1,TM,M18 spur,33,446000,389300,53.398532582,-1.309655266,N,146,2748,347,370,736,2187,1591,7979
2003,M1,TM,M18 spur,33,446000,389300,53.398532582,-1.309655266,S,212,2221,325,416,665,2508,1615,7750
2003,M621,TM,7,M1,432150,429500,53.760870738,-1.513814302,N,191,691,209,267,267,547,574,2555
2003,M621,TM,7,M1,432150,429500,53.760870738,-1.513814302,S,239,729,212,251,286,627,567,2672
2003,M2,TM,2,LA Boundary,573500,165500,51.362070922,0.490738124,N,179,850,136,393,255,840,504,2978
