year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs
2010,M4,TM,28,27,328570,187000,51.577320306,-3.032184269,E,1144,228,208,460,1361,1391,4792
2010,M4,TM,28,27,328570,187000,51.577320306,-3.032184269,W,1065,215,188,367,1398,1497,4730
2010,M4,TM,LA Boundary,37,280770,182100,51.525189997,-3.720044465,E,654,167,128,179,728,445,2301
2010,M4,TM,LA Boundary,37,280770,182100,51.525189997,-3.720044465,W,972,204,155,144,621,521,2617
2010,M4,TM,47,46,263100,199260,51.675378776,-3.981299876,E,746,154,101,106,602,357,2066
2010,M4,TM,47,46,263100,199260,51.675378776,-3.981299876,W,642,163,102,98,550,407,1962
2010,M8,TM,3,LA boundary,310000,671400,55.927220069,-3.441935691,E,1220,307,242,174,642,667,3252
2010,M8,TM,3,LA boundary,310000,671400,55.927220069,-3.441935691,W,1224,212,148,180,470,728,2962
2010,M8,TM,27,26,249600,665700,55.860951678,-4.404642133,E,1220,214,258,175,489,474,2830
2010,M8,TM,27,26,249600,665700,55.860951678,-4.404642133,W,1238,217,262,178,497,481,2873
2010,M8,TM,31,30,243500,671870,55.914393213,-4.505572605,E,347,75,87,34,81,195,819
2010,M8,TM,31,30,243500,671870,55.914393213,-4.505572605,W,328,82,70,33,72,201,786
2010,M9,TM,1,A8000,311900,675200,55.961703912,-3.412781028,N,564,125,62,61,502,380,1694
2010,M9,TM,1,A8000,311900,675200,55.961703912,-3.412781028,S,498,107,82,80,412,390,1569
2010,M9,TM,6,A905,291490,681000,56.009610736,-3.741899778,N,652,117,109,97,204,519,1698
2010,M9,TM,6,A905,291490,681000,56.009610736,-3.741899778,S,574,100,137,86,307,343,1547
2010,M90,TM,7,8,312200,705300,56.232111083,-3.417880629,N,380,71,52,83,293,322,1201
2010,M90,TM,7,8,312200,705300,56.232111083,-3.417880629,S,522,61,55,154,359,300,1451
2010,M90,TM,3,4,312800,689300,56.088513839,-3.402955984,N,371,60,59,44,256,208,998
2010,M90,TM,3,4,312800,689300,56.088513839,-3.402955984,S,465,85,112,139,308,204,1313
2010,M8,TM,11,10,266200,666110,55.869527789,-4.139832958,E,1878,272,295,398,802,821,4466
2010,M8,TM,11,10,266200,666110,55.869527789,-4.139832958,W,1584,282,267,312,667,833,3945
2010,M8,TM,16,15,259700,666300,55.869384611,-4.243720513,E,2540,316,336,167,949,671,4979
2010,M8,TM,16,15,259700,666300,55.869384611,-4.243720513,W,2431,311,305,83,729,800,4659
2010,M73,TM,M74,LA Boundary,268800,662700,55.839624967,-4.096663797,N,1888,314,809,180,889,1152,5232
2010,M73,TM,M74,LA Boundary,268800,662700,55.839624967,-4.096663797,S,1735,329,845,327,1091,1091,5418
2010,M1,TM,A406,M1 spur,522170,189100,51.587520736,-0.237952792,N,524,73,117,94,164,161,1133
2010,M1,TM,A406,M1 spur,522170,189100,51.587520736,-0.237952792,S,469,87,145,78,107,262,1148
2010,M1,TM,2,4,520150,194300,51.634687942,-0.265315076,N,1804,215,203,14,186,651,3073
2010,M1,TM,2,4,520150,194300,51.634687942,-0.265315076,S,768,137,197,43,103,446,1694
2010,M1,TM,12,13,500244,234300,51.998106684,-0.541270096,N,1952,245,373,626,3379,1883,8458
2010,M1,TM,12,13,500244,234300,51.998106684,-0.541270096,S,1141,177,236,344,2496,2171,6565
2010,M1,TM,17,18,458354,270523,52.329705549,-1.145119703,N,1675,223,171,704,3754,2297,8824
2010,M1,TM,17,18,458354,270523,52.329705549,-1.145119703,S,1306,210,162,648,3133,2632,8091
2010,M1,TM,22,23,447940,312400,52.707153513,-1.291899545,N,1471,241,148,645,2148,1366,6019
2010,M1,TM,22,23,447940,312400,52.707153513,-1.291899545,S,1356,195,156,582,1893,1541,5723
2010,M1,TM,LA Boundary,28,446420,355300,53.092899472,-1.30828324,N,1602,314,199,703,2733,1901,7452
2010,M1,TM,LA Boundary,28,446420,355300,53.092899472,-1.30828324,S,1477,315,223,673,2368,2792,7848
2010,M1,TM,M18 spur,33,446000,389300,53.398532582,-1.309655266,E,2669,246,359,228,2319,1946,7767
2010,M1,TM,M18 spur,33,446000,389300,53.398532582,-1.309655266,W,3242,178,439,236,2386,1565,8046
2010,M621,TM,7,M1,432150,429500,53.760870738,-1.513814302,N,418,131,182,108,542,427,1808
2010,M621,TM,7,M1,432150,429500,53.760870738,-1.513814302,S,569,139,198,117,635,393,2051
