year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs
2019,M80,TM,A73,A73,274293,674066,55.943145,-4.0142922,E,882,203,205,161,637,1288,3376
2019,M80,TM,A73,A73,274293,674066,55.943145,-4.0142922,W,888,205,206,162,641,1297,3400
2019,M74,TM,A74,A724,263553,662467,55.836076,-4.1802675,E,956,178,203,192,1162,1391,4082
2019,M74,TM,A74,A724,263553,662467,55.836076,-4.1802675,W,958,179,204,192,1164,1394,4091
2019,M4,TM,28,27,328415,187298,51.579978,-3.0344815,N,948,222,207,185,1607,1214,4383
2019,M4,TM,28,27,328415,187298,51.579978,-3.0344815,S,916,221,194,365,1745,1197,4639
2019,M4,TM,LA Boundary,37,280770,182100,51.525188,-3.7200444,E,663,219,216,115,328,1288,2829
2019,M4,TM,LA Boundary,37,280770,182100,51.525188,-3.7200444,W,621,234,209,73,211,1326,2673
2019,M4,TM,47,46,263100,199260,51.675377,-3.9812998,E,839,165,155,60,162,1027,2408
2019,M4,TM,47,46,263100,199260,51.675377,-3.9812998,W,844,172,144,75,136,950,2321
2019,M8,TM,3,LA boundary,310000,671400,55.927219,-3.4419356,E,861,333,181,131,244,1353,3104
2019,M8,TM,3,LA boundary,310000,671400,55.927219,-3.4419356,W,1046,373,184,251,302,1457,3614
2019,M8,TM,27,26,249600,665700,55.86095,-4.404642,E,1572,280,413,208,552,594,3619
2019,M8,TM,27,26,249600,665700,55.86095,-4.404642,W,1564,280,412,209,551,591,3606
2019,M8,TM,31,30,243500,671870,55.914392,-4.5055725,E,206,43,124,13,67,203,656
2019,M8,TM,31,30,243500,671870,55.914392,-4.5055725,W,190,45,95,14,54,197,595
2019,M9,TM,6,A905,291490,681000,56.009609,-3.7418997,N,462,155,120,50,340,498,1625
2019,M9,TM,6,A905,291490,681000,56.009609,-3.7418997,S,515,141,100,57,351,536,1701
2019,M8,TM,11,10,266200,666110,55.869526,-4.1398329,E,1007,231,218,91,151,842,2540
2019,M8,TM,11,10,266200,666110,55.869526,-4.1398329,W,949,251,177,75,105,745,2302
2019,M8,TM,16,15,259700,666300,55.869383,-4.2437204,E,1752,402,421,168,649,1129,4521
2019,M8,TM,16,15,259700,666300,55.869383,-4.2437204,W,1626,252,339,86,551,973,3827
2019,M73,TM,M74,LA Boundary,268800,662700,55.839624,-4.0966637,N,1416,280,526,134,649,1686,4691
2019,M73,TM,M74,LA Boundary,268800,662700,55.839624,-4.0966637,S,1268,264,455,127,508,1319,3942
2019,M1,TM,A406,M1 spur,522170,189100,51.587519,-0.23795286,N,1368,109,194,61,98,409,2238
2019,M1,TM,A406,M1 spur,522170,189100,51.587519,-0.23795286,S,978,86,251,121,117,483,2036
2019,M1,TM,2,4,520150,194300,51.634686,-0.26531515,E,1734,156,389,105,243,517,3144
2019,M1,TM,2,4,520150,194300,51.634686,-0.26531515,W,1391,143,307,65,241,492,2640
2019,M1,TM,17,18,458354,270523,52.329704,-1.1451197,N,1297,238,305,555,2922,3042,8359
2019,M1,TM,17,18,458354,270523,52.329704,-1.1451197,S,1286,252,321,474,3281,3607,9222
2019,M1,TM,22,23,447940,312400,52.707152,-1.2918996,N,1269,248,284,274,1574,2991,6641
2019,M1,TM,22,23,447940,312400,52.707152,-1.2918996,S,1288,337,242,272,1729,3106,6974
2019,M1,TM,LA Boundary,28,447218,354039,53.081494,-1.2965528,N,1682,281,318,401,2269,3287,8237
2019,M1,TM,LA Boundary,28,447218,354039,53.081494,-1.2965528,S,1466,272,264,430,2401,3358,8192
2019,M1,TM,M18 spur,33,446000,389300,53.398531,-1.3096553,E,1790,272,406,237,2118,2614,7436
2019,M1,TM,M18 spur,33,446000,389300,53.398531,-1.3096553,W,1629,282,485,302,1892,2723,7313
2019,M621,TM,7,M1,432150,429500,53.760869,-1.5138143,N,1225,83,155,207,759,293,2723
2019,M621,TM,7,M1,432150,429500,53.760869,-1.5138143,S,931,117,246,72,300,976,2642
2019,M2,TM,2,LA Boundary,573500,165500,51.362069,0.49073802,N,1056,171,389,178,1980,1112,4886
2019,M2,TM,2,LA Boundary,573500,165500,51.362069,0.49073802,S,958,193,403,189,2046,1336,5124
2019,M3,TM,7,6,459450,147210,51.220999,-1.1501169,E,746,123,76,150,1054,671,2821
2019,M3,TM,7,6,459450,147210,51.220999,-1.1501169,W,795,131,90,269,856,889,3030
2019,M4,TM,4,3,508900,178400,51.494065,-0.43272165,E,1665,199,554,69,213,831,3531
2019,M4,TM,4,3,508900,178400,51.494065,-0.43272165,W,1783,301,536,100,118,899,3737
2019,M4,TM,13,12,452207,174055,51.463068,-1.2498911,E,1077,174,201,122,701,2023,4298
2019,M4,TM,13,12,452207,174055,51.463068,-1.2498911,W,1049,179,209,153,408,1896,3894
2019,M4,TM,LA Boundary,17,389200,179080,51.510542,-2.1570149,E,563,86,129,182,1275,1129,3365
2019,M4,TM,LA Boundary,17,389200,179080,51.510542,-2.1570149,W,406,105,125,155,899,1075,2764
2019,M5,TM,4,LA Boundary,398500,280000,52.417992,-2.0234814,N,924,274,148,132,519,2021,4017
2019,M5,TM,4,LA Boundary,398500,280000,52.417992,-2.0234814,S,958,215,154,114,511,2289,4242
2019,M5,TM,LA Boundary,LA Boundary,391788,234783,52.011414,-2.1210581,N,1558,145,102,176,573,3235,5789
2019,M5,TM,LA Boundary,LA Boundary,391788,234783,52.011414,-2.1210581,S,1330,172,116,175,787,2743,5324
2019,M5,TM,11,10,389660,223200,51.907239,-2.15171,N,1301,230,136,197,508,3442,5813
2019,M5,TM,11,10,389660,223200,51.907239,-2.15171,S,1383,186,149,210,402,3231,5561
2019,M5,TM,24,23,330800,134540,51.105963,-2.9897945,N,878,255,218,176,800,941,3268
2019,M5,TM,24,23,330800,134540,51.105963,-2.9897945,S,500,144,127,258,1114,802,2945
2019,M5,TM,28,27,303700,112172,50.900966,-3.3708332,N,816,65,214,130,928,1081,3234
2019,M5,TM,28,27,303700,112172,50.900966,-3.3708332,S,515,95,206,105,917,1100,2937
2019,M6,TM,4,M42,419593,286694,52.477826,-1.7129532,E,1149,326,152,246,1321,3719,6915
2019,M6,TM,4,M42,419593,286694,52.477826,-1.7129532,W,1443,337,249,206,1375,3334,6944
2019,M6,TM,16,17,377600,359800,53.134881,-2.3362678,N,1527,341,191,337,3240,4510,10146
2019,M6,TM,16,17,377600,359800,53.134881,-2.3362678,S,1450,329,183,262,3366,4742,10332
2019,M6,TM,21 spur,21A,364400,390840,53.413159,-2.5370481,E,1912,448,480,409,3370,4714,11332
2019,M6,TM,21 spur,21A,364400,390840,53.413159,-2.5370481,W,2035,451,481,391,3428,4818,11604
2019,M6,TM,25,A49,356725,402000,53.512888,-2.6540473,N,317,61,150,27,250,382,1187
2019,M6,TM,25,A49,356725,402000,53.512888,-2.6540473,S,276,91,117,30,255,366,1135
2019,M6,TM,29A,30,357160,425900,53.727729,-2.650785,N,720,134,272,122,1328,1822,4398
2019,M6,TM,29A,30,357160,425900,53.727729,-2.650785,S,910,175,251,208,1310,1879,4734
2019,M6,TM,43,44,341413,559508,54.926802,-2.9157244,N,362,97,67,127,1341,1661,3655
2019,M6,TM,43,44,341413,559508,54.926802,-2.9157244,S,423,135,94,164,1278,1667,3761
2019,M18,TM,4,5,466400,407900,53.563524,-0.99896973,N,628,267,151,226,1240,3230,5743
2019,M18,TM,4,5,466400,407900,53.563524,-0.99896973,S,723,233,152,185,887,3095,5276
2019,M20,TM,4,5,571200,158800,51.302577,0.45451659,E,1036,221,383,354,1999,2011,6004
2019,M20,TM,4,5,571200,158800,51.302577,0.45451659,W,985,232,329,308,2182,2311,6346
2019,M23,TM,11,10A,530000,135500,51.104069,-0.14455299,E,838,205,377,77,402,496,2394
2019,M23,TM,11,10A,530000,135500,51.104069,-0.14455299,W,797,184,419,88,463,600,2551
2019,M27,TM,12,split,464300,104900,50.840064,-1.0881722,C,2935,581,702,487,2773,5252,12731
2019,M27,TM,8,9,449988,109982,50.88717,-1.2907213,E,922,174,317,173,964,554,3104
2019,M27,TM,8,9,449988,109982,50.88717,-1.2907213,W,988,255,346,129,966,658,3343
