year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs
2005,M4,TM,28,27,328570,187000,51.577320306,-3.032184269,E,1288,231,182,544,1924,1272,5441
2005,M4,TM,28,27,328570,187000,51.577320306,-3.032184269,W,1379,210,184,496,1950,1011,5230
2005,M4,TM,LA Boundary,37,280770,182100,51.525189997,-3.720044465,E,848,245,313,152,757,640,2955
2005,M4,TM,LA Boundary,37,280770,182100,51.525189997,-3.720044465,W,1141,294,359,222,868,513,3397
2005,M4,TM,47,46,263100,199260,51.675378776,-3.981299876,E,902,180,118,184,459,337,2180
2005,M4,TM,47,46,263100,199260,51.675378776,-3.981299876,W,819,194,138,150,447,348,2096
2005,M8,TM,3,LA boundary,310000,671400,55.927220069,-3.441935691,E,1090,103,75,260,642,435,2605
2005,M8,TM,3,LA boundary,310000,671400,55.927220069,-3.441935691,W,1348,165,118,325,727,505,3188
2005,M8,TM,27,26,249600,665700,55.860951678,-4.404642133,E,1309,140,203,157,553,465,2827
2005,M8,TM,27,26,249600,665700,55.860951678,-4.404642133,W,1391,246,306,163,480,485,3071
2005,M8,TM,31,30,243500,671870,55.914393213,-4.505572605,E,469,44,49,85,172,98,917
2005,M8,TM,31,30,243500,671870,55.914393213,-4.505572605,W,450,50,47,71,130,120,868
2005,M9,TM,1,A8000,311900,675200,55.961703912,-3.412781028,E,508,84,67,119,320,379,1477
2005,M9,TM,1,A8000,311900,675200,55.961703912,-3.412781028,W,785,95,52,179,366,403,1880
2005,M9,TM,6,A905,291490,681000,56.009610736,-3.741899778,N,407,60,148,127,214,224,1180
2005,M9,TM,6,A905,291490,681000,56.009610736,-3.741899778,S,609,100,114,80,220,262,1385
2005,M90,TM,7,8,312200,705300,56.232111083,-3.417880629,N,538,64,34,129,272,290,1327
2005,M90,TM,7,8,312200,705300,56.232111083,-3.417880629,S,604,76,34,151,347,256,1468
2005,M90,TM,3,4,312800,689300,56.088513839,-3.402955984,N,405,70,23,56,262,219,1035
2005,M90,TM,3,4,312800,689300,56.088513839,-3.402955984,S,423,54,17,94,347,218,1153
2005,M8,TM,11,10,266200,666110,55.869527789,-4.139832958,E,1906,345,323,314,863,737,4488
2005,M8,TM,11,10,266200,666110,55.869527789,-4.139832958,W,1455,288,220,231,698,804,3696
2005,M8,TM,16,15,259700,666300,55.869384611,-4.243720513,E,2989,435,396,393,990,1150,6353
2005,M8,TM,16,15,259700,666300,55.869384611,-4.243720513,W,3048,447,411,375,936,1127,6344
2005,M73,TM,M74,LA Boundary,268800,662700,55.839624967,-4.096663797,N,1376,460,426,248,1096,1161,4767
2005,M73,TM,M74,LA Boundary,268800,662700,55.839624967,-4.096663797,S,1917,415,423,292,1164,1087,5298
2005,M1,TM,A406,M1 spur,522170,189100,51.587520736,-0.237952792,N,708,92,122,126,158,468,1674
2005,M1,TM,A406,M1 spur,522170,189100,51.587520736,-0.237952792,S,517,62,133,91,158,341,1302
2005,M1,TM,2,4,520150,194300,51.634687942,-0.265315076,N,906,102,129,183,284,302,1906
2005,M1,TM,2,4,520150,194300,51.634687942,-0.265315076,S,661,79,115,118,193,332,1498
2005,M1,TM,12,13,500244,234300,51.998106684,-0.541270096,N,2111,225,228,752,3258,2524,9098
2005,M1,TM,12,13,500244,234300,51.998106684,-0.541270096,S,1962,222,142,808,3041,2420,8595
