year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,buses_and_coaches,all_HGVs,2_axle,3_axle,4_axle,5_axle,6_axle,7_axle,Mean GVW
2023,M74,TM,A724,A730/B763,261103,662041,55.831552,-4.2191368,E,48,3419,916,222,357,902,1012,11,27430.06783625731
2023,M74,TM,A724,A730/B763,261103,662041,55.831552,-4.2191368,W,63,3147,674,177,290,633,1361,12,30538.989831585637
2023,M74,TM,A724,A730/B763,260176,662450,55.834956,-4.2341349,E,86,3698,974,340,353,538,1478,14,28562.554774141194
2023,M74,TM,A724,A730/B763,260176,662450,55.834956,-4.2341349,W,110,3496,829,362,317,562,1413,13,28792.62671624714
2023,M74,TM,A730/B763,A730/B763,259851,662738,55.837447,-4.2394684,E,31,3042,795,176,313,820,929,9,27732.93392504931
2023,M74,TM,A730/B763,A730/B763,259851,662738,55.837447,-4.2394684,W,38,2732,555,135,239,511,1281,10,31069.676675210547
2023,M74,TM,A730/B763,A8,258762,663474,55.843738,-4.2572255,N,44,3116,683,187,300,585,1349,12,30258.706033376122
2023,M74,TM,A730/B763,A8,258762,663474,55.843738,-4.2572255,S,40,3392,920,250,347,857,1006,11,27324.64140371572
2023,M74,TM,A8,Seaward Street,258016,664319,55.851105,-4.2695713,E,198,5500,1301,344,331,1248,2268,8,29869.726181818183
2023,M74,TM,A8,Seaward Street,258016,664319,55.851105,-4.2695713,W,193,5370,1270,336,323,1219,2214,8,29904.222160148976
2023,M77,TM,M77,B768,255576,663254,55.840819,-4.3079448,E,8,114,72,14,11,16,3,0,17000.310344827587
2023,M77,TM,B768,M74/M77/M8,256115,663722,55.845182,-4.2995932,E,167,1567,299,121,173,335,633,7,30089.415178571428
2023,M77,TM,B768,M74/M77/M8,256115,663722,55.845182,-4.2995932,W,151,1720,484,111,169,284,665,7,28569.906976744187
2023,M77,TM,M74/M77/M8,M8,256247,664120,55.848794,-4.2976978,E,59,2469,659,160,168,535,943,4,28837.749291211017
2023,M77,TM,M74/M77/M8,M8,256247,664120,55.848794,-4.2976978,W,47,1963,524,127,133,425,749,3,28868.029576746558
2023,M8,TM,M74/M77/M8,Seaward Street,256946,644232,55.670449,-4.2761131,E,60,3601,867,356,282,281,1804,12,30367.635202665188
2023,M8,TM,M74/M77/M8,Seaward Street,256946,644232,55.670449,-4.2761131,W,91,3644,927,306,313,458,1629,12,29412.479835390946
2023,M8,TM,M74/M77/M8,A8,257380,664190,55.849759,-4.2796537,E,31,2687,909,122,280,232,1133,11,27789.345738742093
2023,M8,TM,M74/M77/M8,A8,257380,664190,55.849759,-4.2796537,W,370,2304,606,231,234,223,1000,10,28661.81857638889
2023,M8,TM,Seaward Street,A8,257875,664322,55.85109,-4.2718232,W,13,545,145,35,38,118,208,1,29049.436697247707
2023,M77,TM,M77,M8,256247,664120,55.848794,-4.2976978,E,141,1809,487,150,195,298,675,7,28313.8233995585
2023,M77,TM,M77,M8,256247,664120,55.848794,-4.2976978,W,114,555,194,44,60,81,174,2,25743.486486486487
2023,M8,TM,M8,M74,256002,664177,55.849233,-4.3016378,E,104,4376,1169,283,297,948,1671,8,28796.675731261425
2023,M8,TM,M8,M74,256002,664177,55.849233,-4.3016378,W,103,4348,1161,282,295,942,1660,7,29031.632620197837
2023,M80,TM,A806,M80,266601,669800,55.902769,-4.1352486,W,9,363,97,24,24,79,139,1,28928.5
2023,M80,TM,A806,A80/M73,267470,670498,55.909276,-4.1217023,E,232,1238,334,134,99,109,558,4,29024.77140549273
2023,M80,TM,A806,A80/M73,267470,670498,55.909276,-4.1217023,W,232,942,269,93,79,85,414,3,28465.139978791092
2023,M80,TM,A80/M73,A80/M73,271084,671826,55.922182,-4.0645646,E,193,806,226,36,65,327,149,2,26397.583850931678
2023,M80,TM,A80/M73,A80/M73,271084,671826,55.922182,-4.0645646,W,188,779,219,42,70,290,156,3,26480.144871794873
2023,M80,TM,M73,B8048/A8011,272423,672355,55.927289,-4.0434026,E,281,3877,662,223,189,1870,926,8,28858.312274368232
2023,M80,TM,M73,B8048/A8011,272423,672355,55.927289,-4.0434026,W,246,3944,809,164,229,779,1955,8,31840.573022312372
2023,M80,TM,A806,A806,266399,669705,55.90186,-4.1384301,E,129,1624,560,115,118,249,579,3,27555.827586206895
2023,M80,TM,A806,A806,266399,669705,55.90186,-4.1384301,W,113,1185,432,85,61,202,402,2,26514.57010135135
2023,M80,TM,A806,M80,266523,669826,55.90298,-4.1365081,E,8,344,92,22,24,74,132,1,29482.930434782607
2023,M80,TM,M80,A80,270965,671822,55.922114,-4.0664656,W,6,254,68,17,17,55,97,0,28793.417322834644
2023,M80,TM,M80,A80,270991,671914,55.922947,-4.0660938,E,9,374,100,24,25,81,143,1,28466.590909090908
2023,M80,TM,Saughs Road/B765,A806,265442,669148,55.896592,-4.1534473,E,302,1005,238,103,116,120,423,5,28831.98208955224
2023,M80,TM,Saughs Road/B765,A806,265442,669148,55.896592,-4.1534473,W,281,971,278,76,86,73,454,3,29571.96082474227
2023,M80,TM,M80,A806,266300,669583,55.900737,-4.1399519,W,11,466,125,30,32,101,178,1,28475.890792291222
2023,M80,TM,M80,A806,266267,669661,55.901428,-4.1405179,E,16,660,176,43,44,143,252,1,29283.430955993932
2023,M80,TM,B8048/A8011,A73,273945,673775,55.940441,-4.0197241,E,59,3363,531,117,120,575,2014,6,34433.65834076717
2023,M80,TM,B8048/A8011,A73,273945,673775,55.940441,-4.0197241,W,72,3809,657,242,220,473,2210,6,33265.904411764706
2023,M80,TM,A73,A8011/B816,275660,675390,55.95539,-3.9930308,E,115,3663,594,237,229,456,2138,8,33677.25887493173
2023,M80,TM,A73,A8011/B816,275660,675390,55.95539,-3.9930308,W,105,3905,698,243,337,488,2125,14,32844.77823303457
2023,M80,TM,A8011/B816,B816,277715,677038,55.970716,-3.9608878,E,99,4158,1111,269,283,901,1588,7,28690.69608078865
2023,M80,TM,A8011/B816,B816,277715,677038,55.970716,-3.9608878,W,100,4214,1125,273,287,912,1609,7,28654.620935200568
2023,M80,TM,B816,A803,278821,678951,55.988174,-3.9440403,E,154,3657,594,255,207,533,2062,6,33049.54361498496
2023,M80,TM,B816,A803,278821,678951,55.988174,-3.9440403,W,161,4125,710,304,231,463,2410,7,33334.37090909091
2023,M8,TM,A8 (West Street),M8,258241,664429,55.852159,-4.2660379,E,8,160,71,19,25,23,23,1,21229.753086419754
2023,M876,TM,M876/A88 Junction,M876/A9 Junction,284724,683679,56.032087,-3.8515045,E,21,1857,258,129,143,539,783,4,31421.620689655174
2023,M876,TM,M876/A88 Junction,M876/A9 Junction,284724,683679,56.032087,-3.8515045,W,28,1886,302,111,158,505,806,5,31464.245892951774
2023,M876,TM,A9/A88 Junction,M9 Junction,285800,684200,56.037023,-3.8344691,E,98,1973,290,140,146,583,809,4,31321.66734279919
2023,M876,TM,A9/A88 Junction,M9 Junction,285800,684200,56.037023,-3.8344691,W,104,2015,343,126,165,539,838,5,31012.990575396827
2023,M876,TM,A9/Stirling Road,M876,284914,683831,56.033497,-3.8485225,C,10,199,32,13,16,57,82,0,32310.06
2023,M876,TM,A9/Stirling Road,M876,284977,683784,56.03309,-3.8474918,C,10,199,32,13,16,57,82,0,30902.185
2023,M6(T),TM,M6 Toll and M6 split,M6 Toll and M42 Interchange south of Coleshill,420430,286920,52.479827,-1.7006161,E,19,3165,517,140,161,630,1713,3,33110.32364096081
2023,M6(T),TM,M6 Toll and M6 split,M6 Toll and M42 Interchange south of Coleshill,420430,286920,52.479827,-1.7006161,W,17,2935,439,134,140,555,1664,3,33936.55161839864
2023,M6(T),TM,M6 Toll and M42 Interchange south of Coleshill,M6 Toll and M42 Interchange south of Gilson - Junction 8,419268,288809,52.496851,-1.7176166,N,2,7825,1515,406,399,1107,4387,10,32895.99066973415
2023,M6(T),TM,M6 Toll and M42 Interchange south of Coleshill,M6 Toll and M42 Interchange south of Gilson - Junction 8,419268,288809,52.496851,-1.7176166,S,0,2123,312,102,80,416,1211,2,33999.87187941592
2023,M6(T),TM,M6 Toll T2,M6 Toll T3,417060,295650,52.558423,-1.7497906,E,8,867,212,31,18,86,519,0,32559.836027713627
2023,M6(T),TM,M6 Toll T2,M6 Toll T3,417060,295650,52.558423,-1.7497906,W,0,941,252,30,28,120,510,0,31193.014893617023
2023,M6(T),TM,M6 Toll T2,Roundabout A446 A 4091,418224,294766,52.550439,-1.7326697,E,1,44,9,4,9,10,13,0,27078.044444444444
2023,M42,TM,M42 and M6 Interchange 4a,M42 N and S Interchange M6 Toll,418002,289985,52.507466,-1.736201,C,114,7675,1723,400,432,1312,3796,12,31556.57055374593
2023,M42,TM,M42,M6 Toll North,418636,290259,52.509908,-1.726845,C,19,5862,1213,315,353,891,3079,10,31971.68879030882
2023,M42,TM,M6 Toll and M42 Interchange North of Gilson - Junction 8,M42 Junction 9,418529,293148,52.535883,-1.7282614,N,23,10317,2211,603,644,1505,5337,18,31822.800348904828
2023,M42,TM,M6 Toll and M42 Interchange North of Gilson - Junction 8,M42 Junction 9,418529,293148,52.535883,-1.7282614,S,40,9222,1831,450,533,1467,4926,16,32344.462647728506
2023,M42,TM,,,419424,287356,52.483783,-1.715403,W,12,1382,366,54,107,511,341,3,27325.42981186686
2023,M42,TM,LA boundary,7a,419700,286500,52.476078,-1.7113892,N,66,7577,1614,460,419,1015,4061,9,32105.070599102666
2023,M42,TM,LA boundary,7a,419700,286500,52.476078,-1.7113892,S,83,6604,1408,422,336,942,3487,8,31816.323943661973
2023,M6,TM,,,418351,288029,52.48987,-1.7311663,N,131,8668,1992,489,462,1365,4347,12,31284.861082266067
2023,M6,TM,,,418351,288029,52.48987,-1.7311663,S,97,6683,1454,311,402,1260,3244,12,31466.94164297471
2023,M6,TM,,,419067,287072,52.481242,-1.7206761,N,91,7222,1067,408,341,1562,3836,10,33203.207364341084
2023,M6,TM,,,419067,287072,52.481242,-1.7206761,S,56,5150,649,177,139,1209,2971,4,34920.00504952418
2023,M6,TM,J4 slips,Junction of main carriageway and J4 slips,420119,286555,52.476557,-1.7052171,C,110,12120,1643,584,623,2506,6750,16,33930.604520706154
2023,M6,TM,J4 slips,M6 Toll,421091,286661,52.477474,-1.6909,E,66,7225,948,336,378,1404,4149,10,34250.981591695505
2023,M6,TM,J4 slips,M6 Toll,421091,286661,52.477474,-1.6909,W,63,7034,985,352,354,1544,3792,9,33427.16586128482
2023,M42,TM,Junction 7a,M6 Toll,419701,287363,52.483836,-1.7113238,N,50,5108,1203,256,303,842,2497,5,31145.208969839405
2023,M4,TM,M4 Junction 39,M4 Junction 38,279260,186700,51.566208,-3.7433796,N,35,2013,453,136,146,342,932,4,30711.903626428215
2023,M4,TM,M4 Junction 39,M4 Junction 38,279260,186700,51.566208,-3.7433796,S,64,2328,496,135,158,306,1227,5,32163.927804039537
2023,M4,TM,M4 Junction 40,M4 Junction 39,277737,188917,51.585804,-3.766114,N,62,2206,498,235,140,272,1056,5,30121.346781504988
2023,M4,TM,M4 Junction 40,M4 Junction 39,277737,188917,51.585804,-3.766114,S,53,2397,537,241,191,276,1147,6,30176.86572143453
2023,M4,TM,Roundabout,M4 Junction 39,278970,187132,51.570029,-3.7477104,N,8,137,50,9,16,21,40,0,25153.860294117647
2023,M6(T),TM,M6 Toll Junction 8,M6 Toll on Ramp from A4097,418437,293246,52.536767,-1.7296124,N,22,1577,357,89,73,292,767,1,31184.5579480684
2023,M6(T),TM,M6 Toll Junction 8,M6 Toll on Ramp from A4097,418437,293246,52.536767,-1.7296124,S,15,1493,326,94,60,273,740,0,31244.658405894173
2023,M6(T),TM,M6 Toll on Ramp from A4097,M6 Toll Junction 8,418431,294107,52.544507,-1.7296533,N,76,2225,434,87,105,551,1046,1,32057.390287769784
2023,M6(T),TM,M6 Toll on Ramp from A4097,M6 Toll Junction 8,418431,294107,52.544507,-1.7296533,S,67,1591,315,53,68,367,788,0,32937.73224387178
2023,M6(T),TM,A4097,M6 Toll,418402,293542,52.539429,-1.7301121,N,1,77,8,0,2,22,44,0,36587.31578947369
2023,M876,TM,Junction at M80/M876,Slip Road for M876 meets A8004,282250,680996,56.007392,-3.890005,E,48,2047,326,145,134,565,874,3,31446.139716658523
2023,M876,TM,Junction at M80/M876,Slip Road for M876 meets A8004,282250,680996,56.007392,-3.890005,W,50,2005,336,120,158,571,816,4,30963.200498753118
2023,M876,TM,Slip Road for M876 meets A8004,M876 crosses the A883,282859,681381,56.010998,-3.8804121,E,48,2047,326,145,134,565,874,3,31176.787005373717
2023,M876,TM,Slip Road for M876 meets A8004,M876 crosses the A883,282859,681381,56.010998,-3.8804121,W,48,1785,272,107,143,495,764,4,31595.26106442577
2023,M54,TM,M54 Crosses Offoxey Road,M54 Slip Road going into Roundabout at A4510,387667,305141,52.643866,-2.1837053,E,79,3343,557,208,230,775,1567,8,31984.344693572497
2023,M54,TM,M54 Crosses Offoxey Road,M54 Slip Road going into Roundabout at A4510,387667,305141,52.643866,-2.1837053,W,86,3292,521,206,199,790,1570,7,32331.870634679624
2023,M54,TM,M54 Slip Road going into Roundabout at A4510,Northern Roundabout where M54 meets A4510,390673,304511,52.638263,-2.1392615,E,12,470,149,41,30,46,202,1,28399.99786780384
2023,M54,TM,M54 Slip Road going into Roundabout at A4510,Southern Roundabout where M54 meets A4510,390873,304462,52.637826,-2.1363047,W,13,356,137,26,35,36,120,1,25466.197183098593
2023,M54,TM,M54 Slip Road going into Roundabout at A4510,Roundabout where A449 (Stafford Road) and A4510 meet,391204,304485,52.638038,-2.1314141,E,54,3101,740,101,235,446,1570,9,31168.135440180587
2023,M54,TM,M54 Slip Road going into Roundabout at A4510,Roundabout where A449 (Stafford Road) and A4510 meet,391204,304485,52.638038,-2.1314141,W,49,3320,743,128,231,343,1867,8,32372.671987951806
2023,M1,TM,M1 Junction 29,M1 Junction 29A,444636,371219,53.236134,-1.3327061,N,80,10099,1609,357,524,2956,4645,7,32526.756882551
2023,M1,TM,M1 Junction 29,M1 Junction 29A,444636,371219,53.236134,-1.3327061,S,135,10229,1633,262,542,3023,4762,8,32567.96109481916
2023,M1,TM,M1 Junction 29A,M1 Junction 30,446839,376123,53.280023,-1.2989825,N,172,10438,1649,319,670,2526,5262,12,32916.8897298333
2023,M1,TM,M1 Junction 29A,M1 Junction 30,446839,376123,53.280023,-1.2989825,S,182,9559,1553,308,803,2519,4366,11,31992.78253138075
2023,M8,TM,A8 (West Street),M8,257943,664604,55.853642,-4.2708857,W,165,1175,471,106,92,238,263,3,23729.504688832054
2023,M6(T),TM,M6 Toll Junction T7,LHA Boundary,400345,307677,52.666807,-1.9963344,E,53,2362,412,109,82,311,1448,1,34240.07998307236
2023,M6(T),TM,M6 Toll Junction T7,LHA Boundary,400345,307677,52.666807,-1.9963344,W,64,2019,432,64,73,284,1165,1,33188.59534422982
2023,M6(T),TM,LHA Boundary,LHA Boundary,403181,307143,52.661988,-1.954404,E,53,2362,412,109,82,311,1448,1,34322.62547608971
2023,M6(T),TM,LHA Boundary,LHA Boundary,403181,307143,52.661988,-1.954404,W,64,2019,432,64,73,284,1165,1,33193.20752847945
2023,M6(T),TM,LHA Boundary,M6 Toll Junction T6,404419,307085,52.661468,-1.9361007,E,53,2362,412,109,82,311,1448,1,34075.65425306813
2023,M6(T),TM,LHA Boundary,M6 Toll Junction T6,404419,307085,52.661468,-1.9361007,W,64,2019,432,64,73,284,1165,1,33116.9945517583
2023,M1,TM,M1 (midpoint),A5183,509098,214600,51.819386,-0.41858629,E,18,882,178,32,54,527,89,1,27159.66515323496
2023,M1,TM,M1 (midpoint),A5183,509098,214600,51.819386,-0.41858629,W,21,1060,214,38,64,634,108,1,27014.12747875354
2023,M1,TM,M1 (midpoint),A5183,509322,214744,51.820637,-0.41529238,E,15,754,143,25,50,278,258,1,30656.732450331125
2023,M1,TM,M1 (midpoint),A5183,509322,214744,51.820637,-0.41529238,W,22,1101,209,36,72,406,377,2,30353.028130671508
2023,M62,TM,Lingley Green Avenue,A562,356285,391040,53.414345,-2.6591536,E,75,7000,1856,329,527,1653,2624,11,28916.593285714287
2023,M62,TM,Lingley Green Avenue,A562,356285,391040,53.414345,-2.6591536,W,63,6596,1751,251,416,1386,2782,10,29781.128562765312
2023,M62,TM,Junction 8,Junction 9,358903,391695,53.420443,-2.6198543,E,117,6728,1047,293,448,1627,3303,11,32721.682122157825
2023,M62,TM,Junction 8,Junction 9,358903,391695,53.420443,-2.6198543,W,117,7520,1477,384,280,1013,4358,9,33236.96529716793
2023,M2,TM,LA Boundary,2,571769,167726,51.382592,0.46697406,C,46,2534,399,124,171,647,1187,5,32036.034741413343
2023,M50,TM,LA Boundary,A38,388249,237261,52.033629,-2.1727064,E,0,2201,407,71,159,780,780,4,30425.44843253067
2023,M50,TM,LA Boundary,A38,388249,237261,52.033629,-2.1727064,W,0,2214,364,74,147,701,926,4,31819.11642599278
2023,M50,TM,LA Boundary,A38,388827,237431,52.035169,-2.1642865,E,14,2584,528,107,95,435,1416,4,32599.847195357834
2023,M50,TM,LA Boundary,A38,388827,237431,52.035169,-2.1642865,W,5,1968,314,86,96,610,859,2,32253.419420437214
2023,M50,TM,1,LA Boundary,390328,238599,52.045699,-2.1424391,E,18,2509,575,134,95,155,1547,2,33255.62679425837
2023,M50,TM,1,LA Boundary,390328,238599,52.045699,-2.1424391,W,17,2355,566,117,75,163,1432,2,32686.35371549894
2023,M50,TM,1,LA Boundary,389011,237376,52.034678,-2.1616025,N,0,75,19,8,12,14,22,0,26794.72
2023,M50,TM,1,LA Boundary,389011,237376,52.034678,-2.1616025,S,4,238,86,32,36,32,50,1,22977.413502109706
2023,M50,TM,1,A38,388685,237485,52.035652,-2.1663583,N,0,89,24,13,8,15,28,0,26102.159090909092
2023,M50,TM,1,A38,388685,237485,52.035652,-2.1663583,S,5,242,95,20,39,37,50,1,22992.103305785124
2023,M6,TM,34 western spur,35,350085,468193,54.107184,-2.7649262,N,97,3569,335,116,95,459,2560,4,37112.13309050154
2023,M6,TM,34 western spur,35,350085,468193,54.107184,-2.7649262,S,80,4012,317,104,50,557,2981,2,38131.0
2023,M6,TM,34 western spur,35,349597,465092,54.079269,-2.7718716,N,29,498,133,45,65,88,164,3,27157.869477911645
2023,M6,TM,M6 main route,A683,349587,463846,54.068071,-2.7718166,N,19,1140,274,70,98,320,376,2,28762.632456140353
2023,M6,TM,34 western spur,35,349609,464569,54.07457,-2.771601,N,73,3214,316,122,192,262,2317,5,36845.11512134412
2023,M6,TM,34 western spur,35,349609,464569,54.07457,-2.771601,S,114,3970,580,181,243,358,2603,6,34958.70032737346
2023,M11,TM,M11 Junction 8,A120,551579,221724,51.873494,0.20043605,C,180,4181,540,154,250,1309,1920,6,32999.481215601816
2023,M5,TM,6,5,391853,265640,52.288833,-2.1208616,N,78,7178,1365,355,266,690,4498,4,33844.49387015882
2023,M5,TM,6,5,391853,265640,52.288833,-2.1208616,S,92,6523,1321,290,191,612,4106,3,34009.12908171087
2023,M5,TM,roundabout,M5,391885,265702,52.289391,-2.1203939,S,8,940,243,70,46,116,462,1,30043.64392324094
2023,M5,TM,roundabout,M5,391734,265597,52.288445,-2.1226051,N,9,999,300,77,53,179,389,1,28169.946946946948
2023,M5,TM,M5,roundabout,391897,265350,52.286227,-2.1202094,N,4,350,122,27,10,61,129,0,27112.521489971346
2023,M5,TM,M5,roundabout,392066,265431,52.286958,-2.1177339,S,4,268,104,17,19,24,103,1,27015.097014925374
2023,M6,TM,M6 main route,A14/M1,456146,278823,52.404544,-1.1761304,C,54,9740,1751,409,359,1706,5511,5,33543.03510933169
2023,M1,TM,M6 main route,A14/M1,455980,279093,52.406988,-1.1785251,N,1,1866,326,63,134,576,763,3,31318.109919571045
2023,M1,TM,M6 main route,A14/M1,455980,279093,52.406988,-1.1785251,S,1,1955,265,68,101,670,848,3,32840.51662404092
2023,M42,TM,Junction 7a,M6 Toll,419335,288809,52.496848,-1.7166297,S,70,7396,1698,295,387,1732,3275,10,30889.38718399351
2023,M6(T),TM,LA (Warwickshire) boundary,A38,415654,296529,52.566367,-1.7704883,C,22,2724,644,103,146,347,1481,3,31909.33737151248
2023,M6(T),TM,LA Boundary,A446,415056,297994,52.579554,-1.7792444,E,1,21,7,1,1,4,7,0,26848.45
2023,M6(T),TM,M6 Toll,A5148,411280,305812,52.649926,-1.8347042,N,5,136,31,7,4,38,56,0,30381.485294117647
2023,M53,TM,7,6,337000,379091,53.305,-2.9468734,N,0,278,13,7,3,36,217,0,38823.166666666664
2023,M53,TM,7,6,337000,379091,53.305,-2.9468734,S,0,259,19,8,3,48,179,0,36858.673151750976
2023,M62,TM,37,38,482620,430160,53.761253,-0.74822635,E,49,3306,580,39,137,88,2455,7,36308.77737447066
2023,M62,TM,37,38,482620,430160,53.761253,-0.74822635,W,48,3154,591,42,102,64,2348,5,35880.27252538071
2023,M58,TM,M6,A577,353915,404656,53.53652,-2.6968099,N,18,550,185,43,41,125,156,2,26806.320652173912
2023,M58,TM,M6,A577,353915,404656,53.53652,-2.6968099,S,17,519,158,45,32,123,159,1,26879.38223938224
2023,M65,TM,29,29A,356600,424810,53.717886,-2.6591188,N,2,585,148,69,30,86,251,1,28547.22735042735
2023,M65,TM,29,29A,356600,424810,53.717886,-2.6591188,S,5,709,184,68,50,100,306,2,29582.70985915493
2023,M61,TM,9,M6,358196,424913,53.718942,-2.6349502,E,4,419,147,41,45,103,82,1,24486.155131264917
2023,M61,TM,9,M6,358196,424913,53.718942,-2.6349502,W,6,483,179,51,28,144,82,1,23554.672164948453
2023,M65,TM,10,11,382796,432748,53.790759,-2.2626236,N,83,909,225,89,103,98,391,3,29201.436743674367
2023,M65,TM,10,11,382796,432748,53.790759,-2.2626236,S,92,864,251,75,73,92,369,3,28550.51100811124
2023,M62,TM,6,LA Boundary,346159,389267,53.397471,-2.8111799,E,50,1154,361,67,87,273,364,2,26795.11698440208
2023,M62,TM,6,LA Boundary,346159,389267,53.397471,-2.8111799,W,47,1122,372,50,74,260,363,2,27036.041034790367
2023,M1,TM,46 east end of slips,47,440513,434385,53.804192,-1.3863278,E,71,4457,987,237,227,314,2683,9,32765.46511106125
2023,M1,TM,46 east end of slips,47,440513,434385,53.804192,-1.3863278,W,88,5164,1243,233,348,796,2536,9,30891.199419167475
2023,M1,TM,46,47,438444,433784,53.798947,-1.4178167,E,7,327,65,23,27,116,95,1,29075.379204892968
2023,M1,TM,46,47,438461,433724,53.798406,-1.4175661,W,2,107,21,8,9,38,31,0,28858.607476635512
2023,M1,TM,west end of Jn 46,east end of Jn 46,437921,433113,53.792954,-1.4258389,E,100,4399,1247,117,260,405,2362,10,31135.126562144967
2023,M1,TM,west end of Jn 46,east end of Jn 46,437921,433113,53.792954,-1.4258389,W,105,6057,2282,299,297,404,2763,11,28101.947655217966
2023,M90,TM,7,8,312200,705300,56.23211,-3.4178806,E,73,1323,252,112,101,249,606,3,31223.15419501134
2023,M90,TM,7,8,312200,705300,56.23211,-3.4178806,W,74,1478,325,92,115,337,606,3,30383.52909336942
2023,M90,TM,3,4,312800,689300,56.088512,-3.4029559,N,57,1409,410,100,82,294,522,1,28384.932576295243
2023,M90,TM,3,4,312800,689300,56.088512,-3.4029559,S,52,1469,459,81,109,302,516,2,27349.37712729748
2023,M65,PM,12,13,385261,437815,53.836376,-2.2254518,N,54,977,365,116,93,90,310,2,24876.386270491803
2023,M65,PM,12,13,385261,437815,53.836376,-2.2254518,S,67,871,304,84,91,161,228,2,24877.058620689655
2023,M90,TM,5,6,311987,700621,56.190045,-3.4197608,N,44,1356,383,77,54,373,466,2,28394.493726937268
2023,M90,TM,5,6,311987,700621,56.190045,-3.4197608,S,44,1504,498,76,81,343,504,1,27159.430472388558
2023,M90,TM,10,A9,309000,722380,56.384907,-3.4753836,E,58,1533,455,108,53,324,591,1,28776.29634464752
2023,M90,TM,10,A9,309000,722380,56.384907,-3.4753836,W,53,1787,585,74,85,357,685,2,28140.99552572707
2023,M90,TM,6,7,310950,703700,56.217507,-3.4374988,N,54,1414,428,84,80,330,490,2,27500.70650636492
2023,M90,TM,6,7,310950,703700,56.217507,-3.4374988,S,56,1865,592,120,115,447,589,2,27121.330294906165
2023,M56,PM,Thornley Lane Bridge,Outwood Lane roundabout,381450,385970,53.370263,-2.2802571,E,231,903,273,33,64,225,304,3,27958.58314855876
2023,M56,PM,Thornley Lane Bridge,Outwood Lane roundabout,381450,385970,53.370263,-2.2802571,W,221,911,371,13,79,232,213,3,24782.47200878156
2023,M65,PM,11,12,383452,435635,53.816728,-2.2528223,N,60,1076,300,53,90,99,529,4,29674.479069767443
2023,M65,PM,11,12,383452,435635,53.816728,-2.2528223,S,61,1080,337,42,83,107,508,3,29307.394444444446
2023,M90,TM,4,LA Boundary,313300,694200,56.132614,-3.3965166,N,216,1143,389,110,65,188,389,1,26705.704903677757
2023,M90,TM,4,LA Boundary,313300,694200,56.132614,-3.3965166,S,198,1239,451,115,100,236,336,2,25011.32822580645
2023,M90,TM,10,11,312500,721000,56.373174,-3.4182588,N,46,1914,367,145,82,368,949,2,31917.64087820178
2023,M90,TM,10,11,312500,721000,56.373174,-3.4182588,S,42,2001,422,143,130,413,891,2,30889.710144927536
2023,M65,PM,10,11,383100,432910,53.792225,-2.2580181,E,38,999,389,47,71,98,392,2,26791.046046046045
2023,M65,PM,10,11,383100,432910,53.792225,-2.2580181,W,40,986,326,83,94,109,370,2,26505.39532520325
2023,M1,TM,Warren Lane roundabout,M1,447111,329116,52.857482,-1.3017682,N,10,879,164,39,50,257,368,1,31348.409556313993
2023,M6,TM,33,34 eastern spur,348834,459046,54.02486,-2.7825104,N,62,4044,577,127,204,2332,799,5,29879.158506429278
2023,M6,TM,33,34 eastern spur,348834,459046,54.02486,-2.7825104,S,72,4340,688,142,259,2234,1011,6,29677.90737327189
2023,M2,TM,A2 split,M2,569900,169560,51.399629,0.44101938,C,142,5095,1376,255,376,1514,1562,11,27906.536317235965
2023,M6(T),TM,Gilson - Junction 8,M6 Toll and M42 Interchange North of Gilson - Junction 8,418887,289689,52.504775,-1.7231789,N,135,9158,1785,365,463,1427,5104,15,33180.97084834589
2023,M6(T),TM,Gilson - Junction 8,M6 Toll and M42 Interchange North of Gilson - Junction 8,418887,289689,52.504775,-1.7231789,S,145,8299,1410,317,425,1079,5054,13,34284.58845504941
2023,M1,TM,Warren Lane roundabout,M1,447537,328787,52.854487,-1.2954898,S,3,761,139,41,64,211,305,2,30794.481627296587
2023,M77,TM,M77,B768,255688,663276,55.84105,-4.3061695,E,120,1980,589,210,279,358,534,11,25590.92629984856
2023,M77,TM,M77,B768,255688,663276,55.84105,-4.3061695,W,130,2073,613,184,270,388,608,10,26335.66425470333
2023,M90,TM,Motorway crosses B800,M9 meets A90,313277,675848,55.967774,-3.3909401,N,37,2291,565,146,134,453,989,4,29826.862505456134
2023,M90,TM,Motorway crosses B800,M9 meets A90,313277,675848,55.967774,-3.3909401,S,39,2364,583,151,138,467,1021,4,30343.988578680204
2023,M90,TM,LA boundary,A904,311619,678940,55.995243,-3.4185099,N,75,2539,569,131,182,736,912,8,29740.65524034673
2023,M90,TM,LA boundary,A904,311619,678940,55.995243,-3.4185099,S,77,3022,712,149,252,829,1072,8,28989.619126406353
2023,M90,TM,B981,LA boundary,312432,681073,56.014551,-3.4061761,N,118,2212,513,115,170,480,931,5,30360.57904245709
2023,M90,TM,B981,LA boundary,312432,681073,56.014551,-3.4061761,S,120,2350,480,135,196,442,1091,6,31036.562127659574
2023,M90,TM,B981,M90,312340,682800,56.030046,-3.4082159,N,145,2338,645,121,197,503,866,7,28904.278324070114
2023,M90,TM,B981,M90,312340,682800,56.030046,-3.4082159,S,139,2626,749,147,210,572,943,6,28215.40045679482
