year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,buses_and_coaches,all_HGVs,2_axle,3_axle,4_axle,5_axle,6_axle,7_axle,Mean GVW
2023,M62,TM,21,LA Boundary,394240,413200,53.615315,-2.0885428,E,72,8092,1117,305,250,76,6339,5,37217.507538309444
2023,M62,TM,21,LA Boundary,394240,413200,53.615315,-2.0885428,W,69,7909,1244,181,233,730,5516,5,35866.14363383487
2023,M62,TM,26,27,420385,427327,53.741929,-1.69241,E,75,11668,2658,639,521,1210,6632,10,32325.368123393317
2023,M62,TM,26,27,420385,427327,53.741929,-1.69241,W,87,11575,2833,600,505,1454,6173,9,31570.539830654918
2023,M62,TM,31,32,441961,423546,53.706662,-1.3658113,E,86,9035,1711,329,392,1283,5310,10,33597.51721084671
2023,M62,TM,31,32,441961,423546,53.706662,-1.3658113,W,109,8958,1814,332,447,1781,4574,11,32352.437213974776
2023,M62,TM,36,37,473500,425200,53.718045,-0.88771345,N,23,4211,904,128,245,1261,1668,5,30854.5837093327
2023,M62,TM,36,37,473500,425200,53.718045,-0.88771345,S,29,4223,763,168,242,1259,1785,6,31654.859815297183
2023,M60,TM,M60 spur,LA Boundary,383733,389634,53.403273,-2.2461357,N,97,1496,437,124,179,493,258,5,25580.28475935829
2023,M60,TM,M60 spur,LA Boundary,383733,389634,53.403273,-2.2461357,S,35,1251,419,35,133,403,255,6,25617.046362909674
2023,M66,TM,M62,3,382231,407500,53.56381,-2.2697446,N,95,3557,1037,165,427,1070,847,11,26578.345234748384
2023,M66,TM,M62,3,382231,407500,53.56381,-2.2697446,S,70,4191,1732,241,334,802,1070,13,24265.931297709925
2023,M180,TM,4,5,499000,407700,53.556597,-0.50699412,E,20,4830,183,37,215,2306,2079,11,34681.62637135169
2023,M180,TM,4,5,499000,407700,53.556597,-0.50699412,W,13,4816,208,75,415,2343,1754,21,33580.155938538206
2023,M271,TM,A35,LA Boundary,437372,113879,50.923164,-1.4696679,N,63,3061,402,172,198,315,1970,7,34913.820822454305
2023,M271,TM,A35,LA Boundary,437372,113879,50.923164,-1.4696679,S,56,3043,363,153,143,276,2103,6,35971.21977660972
2023,M53,TM,6,5,336600,379000,53.304134,-2.9528569,E,50,1904,461,57,101,488,792,4,30372.0042038886
2023,M53,TM,6,5,336600,379000,53.304134,-2.9528569,W,67,1330,381,45,181,406,311,6,26589.506766917293
2023,M606,TM,M62,LA Boundary,417544,427794,53.746229,-1.7354571,N,36,2416,599,202,144,399,1067,4,29968.03436853002
2023,M606,TM,M62,LA Boundary,417544,427794,53.746229,-1.7354571,S,50,2464,613,242,150,332,1124,4,29753.051521298174
2023,M25,TM,18,19,505020,198090,51.671776,-0.48270742,N,158,7938,2150,371,617,1532,3254,14,29363.08490803729
2023,M25,TM,18,19,505020,198090,51.671776,-0.48270742,S,195,9402,4041,559,451,786,3551,14,25966.064028930014
2023,M67,TM,M60,1,392000,395535,53.456506,-2.1219449,E,27,1877,596,159,155,613,349,3,25015.3056
2023,M67,TM,M60,1,392000,395535,53.456506,-2.1219449,W,30,1900,648,141,142,622,343,3,24878.665086887835
2023,M20,TM,2,M25,558000,164900,51.361198,0.26802874,N,30,3310,478,115,293,1592,827,5,30062.097885196374
2023,M20,TM,2,M25,558000,164900,51.361198,0.26802874,S,35,3492,577,125,296,1691,798,6,28836.542799885487
2023,M25,TM,LA Boundary,5,547300,156150,51.285447,0.1108434,E,103,7055,1328,396,479,2219,2625,11,30293.32771323321
2023,M25,TM,LA Boundary,5,547300,156150,51.285447,0.1108434,W,109,7171,1187,409,558,1791,3216,11,31563.674288901282
2023,M53,TM,M53 spur,10,341779,373676,53.25688,-2.8741726,N,79,2974,476,162,189,1453,686,8,29359.56119704102
2023,M53,TM,M53 spur,10,341779,373676,53.25688,-2.8741726,S,77,2988,545,173,226,1012,1023,9,29838.640562248995
2023,M42,TM,6,7,419800,284800,52.460791,-1.7100173,N,77,9492,2451,250,527,1382,4872,11,31204.828189192038
2023,M42,TM,6,7,419800,284800,52.460791,-1.7100173,S,73,8668,1843,439,443,933,5001,9,32754.39063221043
2023,M25,TM,25,LA Boundary,534250,200000,51.682722,-0.059512348,E,84,13057,2999,597,658,2763,6026,14,30773.23068086084
2023,M25,TM,25,LA Boundary,534250,200000,51.682722,-0.059512348,W,89,11982,2903,457,647,2648,5316,12,30687.474839355753
2023,M58,TM,A59,1,339000,401314,53.504961,-2.9211703,E,5,1179,241,63,65,276,531,2,31543.94312393888
2023,M58,TM,A59,1,339000,401314,53.504961,-2.9211703,W,2,1238,244,66,57,236,633,2,32194.293214862682
2023,M62,PM,A5080,LA Boundary,341470,390440,53.407514,-2.881907,E,89,1240,480,89,107,147,413,4,25410.20806451613
2023,M62,PM,A5080,LA Boundary,341470,390440,53.407514,-2.881907,W,70,1080,291,56,72,142,518,3,30593.537892791126
2023,M20,TM,11,11a,614488,137204,51.094017,1.0617419,E,61,3841,380,98,149,2811,398,3,29413.869497264914
2023,M20,TM,11,11a,614488,137204,51.094017,1.0617419,W,59,4631,433,104,175,3374,541,3,29669.024406047516
2023,M69,TM,2,M1,450130,297624,52.574133,-1.2617282,E,43,3074,951,210,282,605,1020,7,27400.043902439025
2023,M69,TM,2,M1,450130,297624,52.574133,-1.2617282,W,44,3097,1011,179,323,648,928,7,26463.43120155039
2023,M25,TM,14,LA Boundary,504031,176656,51.479305,-0.50334503,N,250,9849,3467,444,723,1425,3763,27,27329.244491826583
2023,M25,TM,14,LA Boundary,504031,176656,51.479305,-0.50334503,S,261,9631,3569,519,716,1743,3062,23,26134.52138704319
2023,M65,TM,9,10,381350,432250,53.786233,-2.2845421,E,60,1279,411,71,103,209,482,4,27963.7875
2023,M65,TM,9,10,381350,432250,53.786233,-2.2845421,W,61,1196,440,67,97,121,467,3,27037.00251046025
2023,M602,TM,A576,A5063,379600,398600,53.483718,-2.3088834,E,52,1264,621,46,109,264,220,5,22156.279841897234
2023,M602,TM,A576,A5063,379600,398600,53.483718,-2.3088834,W,52,1461,709,45,138,277,286,6,22681.226557152637
2023,M27,TM,4,M3 (14),441780,118030,50.960187,-1.4064824,E,106,3212,488,159,173,1041,1346,3,31820.58504672897
2023,M27,TM,4,M3 (14),441780,118030,50.960187,-1.4064824,W,93,3266,448,147,184,970,1513,4,32921.46662584201
2023,M1,TM,34,34,439512,391413,53.418047,-1.4069604,C,281,12777,2698,650,778,2761,5871,21,31092.662571406214
2023,M11,TM,LA Boundary,A11,550040,243500,52.06955,0.18760744,N,18,1402,262,73,65,151,851,2,33441.26068376069
2023,M11,TM,LA Boundary,A11,550040,243500,52.06955,0.18760744,S,15,1375,261,73,63,183,793,2,32941.03272727273
2023,M6,TM,38,A685,361616,504763,54.436822,-2.5932792,E,15,367,71,21,12,116,146,1,31166.795640326975
2023,M6,TM,38,A685,361616,504763,54.436822,-2.5932792,W,18,311,71,22,15,97,106,1,30123.083333333332
2023,M6,TM,A6,33,348715,454257,53.98181,-2.7835176,E,42,544,128,35,99,105,172,5,26690.159926470587
2023,M6,TM,A6,33,348715,454257,53.98181,-2.7835176,W,33,634,158,38,109,132,192,6,27274.144881889762
2023,M27,TM,12,A27,464180,105400,50.844573,-1.0897888,N,40,520,189,76,45,55,153,2,25243.601923076923
2023,M27,TM,12,A27,464180,105400,50.844573,-1.0897888,S,48,537,200,52,42,113,128,2,24415.33147113594
2023,M18,TM,M1,M18 SPUR,448000,388920,53.394938,-1.2796368,E,27,2365,496,105,232,282,1240,11,31838.841504649197
2023,M18,TM,M1,M18 SPUR,448000,388920,53.394938,-1.2796368,W,33,2236,446,134,313,684,647,13,28405.756817165846
2023,M2,TM,A249,5,585655,162107,51.327754,0.66336622,E,22,2053,398,75,157,298,1122,4,32741.09152872444
2023,M2,TM,A249,5,585655,162107,51.327754,0.66336622,W,11,997,272,116,103,274,230,3,26004.142284569138
2023,M3,TM,4,A331,486530,158260,51.316879,-0.75976914,C,97,1489,366,85,128,422,485,3,28404.083948959033
2023,M25,TM,21A,21,512500,203110,51.715447,-0.37296767,E,161,12765,3092,764,709,2028,6157,16,30659.22027259909
2023,M25,TM,21A,21,512500,203110,51.715447,-0.37296767,W,296,8868,1158,434,473,2630,4161,11,32909.24359986467
2023,M6,TM,LA Boundary,3,435000,284770,52.459762,-1.4863189,E,116,11956,3037,243,438,1801,6430,8,31978.619971564774
2023,M6,TM,LA Boundary,3,435000,284770,52.459762,-1.4863189,W,145,11548,2264,483,527,1623,6640,12,33128.4339769677
2023,M61,TM,9,M6,358361,425535,53.724546,-2.632534,N,104,2335,573,127,168,277,1184,6,31035.830835117773
2023,M61,TM,9,M6,358361,425535,53.724546,-2.632534,S,111,2505,609,212,225,319,1132,8,29825.094211576845
2023,M621,TM,A62 SPUR,M62,423506,427846,53.746463,-1.6450523,C,24,3487,824,186,154,399,1921,3,31926.944938342414
2023,M40,TM,M40 (3A),16,415000,271020,52.337061,-1.7812743,E,143,5013,1336,228,198,705,2540,5,30838.690941739824
2023,M40,TM,M40 (3A),16,415000,271020,52.337061,-1.7812743,W,121,5545,1617,279,243,818,2582,6,29896.61045987376
2023,M40,TM,LA Boundary,11,445573,243636,52.089204,-1.3362665,N,86,5394,1616,209,314,1208,2042,4,28502.248099388096
2023,M40,TM,LA Boundary,11,445573,243636,52.089204,-1.3362665,S,99,5303,1364,201,213,1266,2255,3,29950.585062240665
2023,M3,TM,A27,M27 (14),442160,117600,50.956293,-1.4011217,N,78,364,125,23,31,70,114,1,26955.626373626375
2023,M3,TM,A27,M27 (14),442160,117600,50.956293,-1.4011217,S,65,357,117,19,32,72,115,1,27413.463483146068
2023,M4,TM,24,LA Boundary,339100,189240,51.598695,-2.8806387,E,167,4019,657,277,245,691,2143,5,32692.740915878545
2023,M4,TM,24,LA Boundary,339100,189240,51.598695,-2.8806387,W,134,3689,591,173,164,425,2331,5,34869.738953645974
2023,M4,TM,LA Boundary,47,259200,202550,51.703975,-4.0389937,E,34,1711,509,172,125,338,564,4,26863.5035046729
2023,M4,TM,LA Boundary,47,259200,202550,51.703975,-4.0389937,W,35,1652,501,141,110,335,563,4,27562.411729141477
2023,M9,TM,2,LA boundary,310900,674700,55.957027,-3.4286281,E,62,2400,824,192,120,336,926,4,27280.82181515404
2023,M9,TM,2,LA boundary,310900,674700,55.957027,-3.4286281,W,28,1184,353,106,81,180,461,2,27419.905325443786
2023,M9,TM,7,6,289970,683800,56.034408,-3.7674137,N,33,2225,468,119,116,617,900,4,30520.000899280574
2023,M9,TM,7,6,289970,683800,56.034408,-3.7674137,S,37,2339,535,100,91,1051,559,4,28151.214102564103
2023,M74,TM,8,7,277240,649300,55.721517,-3.95594,N,85,3727,367,113,212,522,2509,5,36288.85300429184
2023,M74,TM,8,7,277240,649300,55.721517,-3.95594,S,67,4204,436,144,249,598,2772,6,36023.480856123664
2023,M90,TM,2,3,313700,685700,56.056341,-3.3873346,N,93,2849,931,136,181,680,918,5,27402.424763240968
2023,M90,TM,2,3,313700,685700,56.056341,-3.3873346,S,119,3210,998,235,190,766,1015,7,27316.400498287137
2023,M8,TM,12,11,263700,666500,55.872327,-4.1799495,E,305,3247,1617,305,216,610,493,6,21125.671080997843
2023,M8,TM,12,11,263700,666500,55.872327,-4.1799495,W,254,2874,1350,208,189,546,574,7,22434.68406402227
2023,M8,TM,17,16,259048,666428,55.870342,-4.2541977,E,147,3741,1026,414,385,747,1155,14,26746.61641272387
2023,M8,TM,17,16,259048,666428,55.870342,-4.2541977,W,264,3191,876,343,315,631,1013,13,27036.113130680038
2023,M1,TM,M1 main route,A41,522300,190660,51.601511,-0.23553414,E,24,598,321,41,69,55,110,2,20569.379598662206
2023,M1,TM,M1 main route,A41,522300,190660,51.601511,-0.23553414,W,14,587,302,43,76,44,120,2,20646.58943781942
2023,M1,TM,LA boundary,5,514700,196100,51.652,-0.34343801,E,251,1768,528,159,280,328,463,10,25426.883484162896
2023,M1,TM,LA boundary,5,514700,196100,51.652,-0.34343801,W,269,1931,641,126,324,452,377,12,24285.00155279503
2023,M1,TM,9,LA Boundary,509100,215300,51.825677,-0.41833697,N,128,11498,1786,569,770,3998,4363,12,31205.608279700817
2023,M1,TM,9,LA Boundary,509100,215300,51.825677,-0.41833697,S,120,11472,1557,592,812,3865,4632,15,31879.309683604984
2023,M1,TM,Jn 18 (A428),LA Boundary,457081,275396,52.373642,-1.1629711,N,79,11596,1205,453,496,3957,5480,7,33634.74745645801
2023,M1,TM,Jn 18 (A428),LA Boundary,457081,275396,52.373642,-1.1629711,S,80,12747,1671,599,572,2771,7123,12,34067.4565422027
2023,M1,TM,23,23A,447400,322600,52.798886,-1.2984203,N,113,7755,1115,276,485,1562,4309,8,33956.433268858804
2023,M1,TM,23,23A,447400,322600,52.798886,-1.2984203,S,132,7572,1000,283,512,1737,4031,8,33683.154669132215
2023,M1,TM,28   A38,29  A617 A6175,444841,360664,53.141246,-1.3311124,N,82,10196,1769,467,475,1389,6090,7,33923.62724330685
2023,M1,TM,28   A38,29  A617 A6175,444841,360664,53.141246,-1.3311124,S,104,12626,3241,724,342,1033,7274,12,32021.19111357516
2023,M1,TM,33,LA Boundary,442960,389150,53.397438,-1.355392,C,226,10251,2164,521,624,2215,4710,17,31112.15930153156
2023,M1,TM,LA boundary,39,429916,413861,53.620441,-1.5492025,N,101,4315,943,271,240,1272,1581,6,29623.165777880826
2023,M1,TM,LA boundary,39,429916,413861,53.620441,-1.5492025,S,102,4789,1088,247,225,1926,1296,6,28483.479532163743
2023,M2,TM,3,LA Boundary,577700,161500,51.324841,0.5490077,E,28,3847,651,99,268,1156,1666,7,32044.99480114375
2023,M2,TM,3,LA Boundary,577700,161500,51.324841,0.5490077,W,49,3649,637,186,289,851,1679,7,31710.62181419567
2023,M3,TM,Junction 6 M3,Junction 5 M3,468000,152100,51.264011,-1.0267799,E,153,2986,652,176,206,475,1471,6,31194.857334226388
2023,M3,TM,Junction 6 M3,Junction 5 M3,468000,152100,51.264011,-1.0267799,W,129,3004,735,186,207,898,973,4,28807.34299034299
2023,M3,TM,A303,Junction 8 M3,455500,144800,51.199728,-1.2070431,E,0,1510,292,56,185,210,765,4,31752.752645502645
2023,M3,TM,A303,Junction 8 M3,455500,144800,51.199728,-1.2070431,W,0,1419,287,73,118,304,636,3,31236.146375791697
2023,M4,TM,4,A4,507470,177800,51.488946,-0.45349471,N,374,305,174,31,49,26,24,1,18336.0131147541
2023,M4,TM,4,A4,507470,177800,51.488946,-0.45349471,S,376,332,210,30,38,20,35,1,17238.443113772457
2023,M4,TM,Junction 8/9,LA Boundary,489600,178600,51.499248,-0.71059751,E,22,7735,1905,362,1066,1396,2964,46,28961.35534306758
2023,M4,TM,Junction 8/9,LA Boundary,489600,178600,51.499248,-0.71059751,W,16,7500,1979,407,1095,1137,2839,46,28356.73837131814
2023,M4,TM,Junction 19 M4,Junction 18 M4,370203,177742,51.497826,-2.4306326,E,223,4531,902,203,286,2316,820,5,27805.122021182702
2023,M4,TM,Junction 19 M4,Junction 18 M4,370203,177742,51.497826,-2.4306326,W,167,4529,1021,245,357,2029,872,5,26968.90704349746
2023,M5,TM,M42(4A) Northern feeder,4,395618,274351,52.367191,-2.0657808,N,64,5417,1496,292,292,896,2435,6,29913.81318072734
2023,M5,TM,M42(4A) Northern feeder,4,395618,274351,52.367191,-2.0657808,S,70,5191,1403,314,283,874,2312,5,29785.24908495473
2023,M5,TM,10,9,391400,228085,51.951189,-2.1265411,N,72,5901,1464,185,625,2635,990,3,26759.052016265672
2023,M5,TM,10,9,391400,228085,51.951189,-2.1265411,S,79,5971,1359,153,515,3364,577,3,26299.84223748116
2023,M5,TM,12,11a,383400,212500,51.810884,-2.2421875,E,92,5206,849,234,338,1891,1889,6,30912.08795851738
2023,M5,TM,12,11a,383400,212500,51.810884,-2.2421875,W,117,5021,927,291,263,1841,1694,7,30456.911407525382
2023,M6,TM,LA Boundary,1,453200,279000,52.406429,-1.2194014,E,51,9672,1810,411,346,1728,5372,5,33154.7379032258
2023,M6,TM,LA Boundary,1,453200,279000,52.406429,-1.2194014,W,56,9809,1692,407,372,1684,5650,5,33585.19490316004
2023,M6,TM,6,5,413800,290180,52.50934,-1.7981018,C,343,21402,4790,995,1642,3659,10265,53,31106.188189123528
2023,M6,TM,8E,LA Boundary,402000,295064,52.553415,-1.9719341,C,38,14457,3266,750,804,1988,7627,23,31880.509544888642
2023,M6,TM,21A  (Junction 10 M62),22    (A579 Junction - North of Junction 10  M62),362000,393300,53.435101,-2.5734505,E,716,6621,984,412,331,1903,2982,9,32193.772692946684
2023,M6,TM,21A  (Junction 10 M62),22    (A579 Junction - North of Junction 10  M62),362000,393300,53.435101,-2.5734505,W,118,6643,1174,247,391,2632,2193,6,30332.861207285863
2023,M6,TM,25,26,354480,402060,53.513237,-2.6879075,N,64,5407,936,176,272,862,3155,6,33761.35435546514
2023,M6,TM,25,26,354480,402060,53.513237,-2.6879075,S,85,5525,862,294,312,1497,2554,6,32320.542805429865
2023,M6,TM,30,31,357900,428900,53.754751,-2.6399797,N,243,5878,955,346,351,718,3498,10,33875.49268458659
2023,M6,TM,30,31,357900,428900,53.754751,-2.6399797,S,196,6544,1316,285,416,794,3722,13,33024.76122823098
2023,M11,TM,5,M25 (6),546600,199000,51.670652,0.11858127,N,194,2531,928,100,261,420,812,11,26062.16943127962
2023,M11,TM,5,M25 (6),546600,199000,51.670652,0.11858127,S,211,2213,669,90,260,569,614,10,26722.153707052443
2023,M11,TM,10,11,545757,248607,52.116576,0.12734937,N,72,4581,493,187,186,1133,2578,5,34930.96442601484
2023,M11,TM,10,11,545757,248607,52.116576,0.12734937,S,88,4381,482,144,204,1310,2237,4,34250.20680209998
2023,M20,TM,3,4,566800,159400,51.309273,0.39173771,E,99,6707,1080,231,504,2862,2019,12,30292.570214669053
2023,M20,TM,3,4,566800,159400,51.309273,0.39173771,W,84,5829,784,200,418,2568,1850,10,30930.06895368782
2023,M23,TM,8,7,529700,154000,51.270401,-0.14216173,E,23,942,321,87,147,213,170,4,23586.53397027601
2023,M23,TM,8,7,529700,154000,51.270401,-0.14216173,W,33,1042,426,105,121,166,221,4,23382.930009587726
2023,M27,TM,11,LA Boundary,460100,106800,50.857598,-1.1475026,E,100,2941,727,281,260,130,1534,11,30543.002378525314
2023,M27,TM,11,LA Boundary,460100,106800,50.857598,-1.1475026,W,106,3098,848,356,278,127,1478,10,29266.144979011948
2023,M40,TM,6,LA Boundary,473700,196400,51.661559,-0.93587883,E,219,3896,1300,213,168,689,1521,5,28076.324691991787
2023,M40,TM,6,LA Boundary,473700,196400,51.661559,-0.93587883,W,227,4146,1536,231,157,719,1499,5,27227.75162768266
2023,M50,TM,LA Boundary,2,371580,230827,51.975177,-2.4151501,E,17,1963,446,70,72,325,1047,1,32400.429882712902
2023,M50,TM,LA Boundary,2,371580,230827,51.975177,-2.4151501,W,14,1794,389,46,65,334,959,1,32513.636566332218
2023,M55,TM,4,3,337900,434100,53.799479,-2.9443159,E,58,856,313,61,78,96,305,3,26130.51285046729
2023,M55,TM,4,3,337900,434100,53.799479,-2.9443159,W,63,890,351,80,75,79,302,3,25324.593258426965
2023,M56,TM,3,2,382400,389000,53.397531,-2.2661494,E,62,2140,503,142,121,123,1249,4,31799.786181139123
2023,M56,TM,3,2,382400,389000,53.397531,-2.2661494,W,67,2077,437,222,145,254,1015,4,30620.053442465094
2023,M57,TM,3,4,343120,394100,53.440589,-2.8577519,N,95,3786,657,196,288,1376,1261,8,30217.960644479663
2023,M57,TM,3,4,343120,394100,53.440589,-2.8577519,S,143,5164,1419,337,302,465,2632,8,30357.044741429403
2023,M61,TM,5,6,365425,407750,53.565215,-2.5234974,E,81,4245,1772,326,207,322,1611,7,25809.426383981154
2023,M61,TM,5,6,365425,407750,53.565215,-2.5234974,W,72,4004,1635,244,194,331,1595,5,26465.267232767234
2023,M60,TM,15,16,377600,403300,53.525881,-2.339359,E,60,11026,3458,660,513,882,5500,12,29663.254058956914
2023,M60,TM,15,16,377600,403300,53.525881,-2.339359,W,41,10633,3160,570,449,872,5573,10,30514.325277412074
2023,M62,TM,LA Boundary,19,384460,407700,53.565679,-2.2361019,E,124,10413,2391,175,283,1961,5595,8,32546.841928358783
2023,M62,TM,LA Boundary,19,384460,407700,53.565679,-2.2361019,W,101,9608,1738,397,568,2830,4069,7,31533.612967010096
2023,M62,TM,23,LA Boundary,410100,418650,53.664238,-1.8486256,E,49,8303,1693,359,269,1189,4788,5,33197.30651571721
2023,M62,TM,23,LA Boundary,410100,418650,53.664238,-1.8486256,W,57,8417,1804,408,234,1207,4760,4,32898.63359866936
2023,M62,TM,28,29,428900,426400,53.733197,-1.5633989,E,14,11477,2255,697,534,1087,6895,10,33165.04617529186
2023,M62,TM,28,29,428900,426400,53.733197,-1.5633989,W,11,11863,2527,665,532,1033,7093,12,32974.984741190354
2023,M180,TM,LA Boundary,2,471609,409302,53.575439,-0.92001853,E,18,5631,298,170,74,421,4666,2,39497.494583555315
2023,M180,TM,LA Boundary,2,471609,409302,53.575439,-0.92001853,W,15,5502,310,177,42,86,4886,2,40484.05106305651
2023,M181,TM,M181,1,486242,410882,53.587439,-0.69864932,N,6,1896,414,103,121,331,925,2,30917.095991561182
2023,M181,TM,M181,1,486242,410882,53.587439,-0.69864932,S,6,1683,308,75,70,652,576,2,30430.860962566843
2023,M275,PM,M27,end of Principal section,464160,102350,50.817151,-1.0906057,N,169,998,235,92,92,304,273,3,27465.305305305305
2023,M275,PM,M27,end of Principal section,464160,102350,50.817151,-1.0906057,S,173,905,223,83,86,286,225,2,26925.10718232044
2023,M53,TM,9,8,340000,377416,53.290295,-2.9015428,E,68,2217,456,84,141,539,991,5,31521.46344765343
2023,M53,TM,9,8,340000,377416,53.290295,-2.9015428,W,106,2313,444,133,138,703,891,5,30726.838807260156
2023,M5,TM,29,28,297371,95618,50.75106,-3.4561681,N,65,3090,737,224,325,487,1307,11,29618.60627628599
2023,M5,TM,29,28,297371,95618,50.75106,-3.4561681,S,57,2800,649,202,297,447,1195,11,29217.123884327026
2023,M18,TM,3,4,463200,402000,53.510894,-1.0484649,E,17,4975,454,193,215,1315,2792,6,34885.902110552764
2023,M18,TM,3,4,463200,402000,53.510894,-1.0484649,W,15,5104,472,134,156,1540,2796,6,35181.03840125392
2023,M67,TM,3,A57,396500,395650,53.45759,-2.0541776,E,29,1721,472,134,214,395,503,3,27182.836141778036
2023,M67,TM,3,A57,396500,395650,53.45759,-2.0541776,W,25,1687,477,113,191,457,447,2,26551.969176052164
2023,M66,TM,1,LA Boundary,380135,415276,53.633626,-2.3018875,N,52,1706,427,99,61,131,986,2,32497.07385697538
2023,M66,TM,1,LA Boundary,380135,415276,53.633626,-2.3018875,S,53,1567,390,137,101,290,647,3,29307.054209183672
2023,M25,TM,12,11,502495,166677,51.389888,-0.5283405,N,224,7155,1516,482,496,1516,3130,14,30510.33030472463
2023,M25,TM,12,11,502495,166677,51.389888,-0.5283405,S,211,6442,1355,360,372,1772,2572,12,30448.966630451654
2023,M58,TM,3,4,345782,405000,53.538834,-2.8195692,E,30,1853,507,92,127,184,939,5,30701.783171521034
2023,M58,TM,3,4,345782,405000,53.538834,-2.8195692,W,35,1900,413,96,145,349,892,5,31311.215789473685
2023,M20,TM,9,10,602000,143200,51.152396,0.88700644,E,58,4355,874,203,152,1217,1906,4,31493.99655647383
2023,M20,TM,9,10,602000,143200,51.152396,0.88700644,W,60,4616,918,154,166,1218,2154,5,31750.921343445287
2023,M25,TM,4,3,550300,164700,51.361489,0.15743252,N,87,5360,1434,200,511,1171,2028,17,28918.867002424922
2023,M25,TM,4,3,550300,164700,51.361489,0.15743252,S,116,6800,2512,384,455,721,2714,15,27150.66446110866
2023,M25,TM,16,LA Boundary,501559,187449,51.576767,-0.5358207,N,101,9856,3498,504,661,1930,3250,14,26624.140509282744
2023,M25,TM,16,LA Boundary,501559,187449,51.576767,-0.5358207,S,92,8116,2773,532,544,996,3256,15,27699.700837851156
2023,M25,TM,21A,22,516216,202781,51.711733,-0.31931289,E,86,10728,1577,564,560,2635,5375,16,32969.45455392934
2023,M25,TM,21A,22,516216,202781,51.711733,-0.31931289,W,99,9779,1594,397,554,2261,4959,15,32905.75265848671
2023,M25,TM,29,LA Boundary,557400,190260,51.589211,0.27070675,N,91,13250,2864,304,530,3512,6030,11,31552.130405252436
2023,M25,TM,29,LA Boundary,557400,190260,51.589211,0.27070675,S,73,13521,2306,451,486,3333,6934,13,32973.89721215706
2023,M60,TM,2,A560,386400,389200,53.399448,-2.206003,E,20,289,98,29,40,65,55,2,22751.245674740483
2023,M60,TM,2,A560,386400,389200,53.399448,-2.206003,W,17,362,138,40,50,64,68,2,23826.240331491714
2023,M65,TM,8,9,379415,431826,53.782349,-2.3138817,E,146,1936,628,93,158,239,813,6,28489.325761486834
2023,M65,TM,8,9,379415,431826,53.782349,-2.3138817,W,97,2038,753,160,126,152,842,5,27024.849362119727
2023,M6,TM,10,LA Boundary,398823,300703,52.604111,-2.0188126,N,97,10813,2383,448,489,1692,5790,12,32366.311448122804
2023,M6,TM,10,LA Boundary,398823,300703,52.604111,-2.0188126,S,97,10790,2844,321,450,1480,5684,12,31426.12306551756
2023,M27,TM,7,8,448000,112447,50.909503,-1.318658,N,129,2637,640,251,279,377,1082,9,28825.704321455647
2023,M27,TM,7,8,448000,112447,50.909503,-1.318658,S,74,2981,1506,190,295,489,493,8,21175.365649111038
2023,M27,TM,LA Boundary,4A,442000,117168,50.952421,-1.4034493,E,62,2052,881,90,201,407,463,9,23638.198439785472
2023,M27,TM,LA Boundary,4A,442000,117168,50.952421,-1.4034493,W,60,2024,934,77,200,472,335,8,22511.060710760117
2023,M42,TM,3,M42,410000,272650,52.351828,-1.854609,E,78,7175,1800,412,381,896,3677,9,30954.131289198605
2023,M42,TM,3,M42,410000,272650,52.351828,-1.854609,W,70,7486,1845,418,375,964,3874,9,31398.15965263861
2023,M6,TM,A47,5,414060,290100,52.508615,-1.7942744,E,6,1552,494,122,115,351,465,5,26635.717139175256
2023,M6,TM,A47,5,414060,290100,52.508615,-1.7942744,W,4,1597,539,131,96,285,542,5,26939.285982478097
2023,M42,TM,1,2,400000,272770,52.352996,-2.0014238,E,69,6453,1657,291,281,719,3500,5,31471.138850147217
2023,M42,TM,1,2,400000,272770,52.352996,-2.0014238,W,107,6835,1833,341,344,743,3570,5,30990.464306612055
2023,M42,TM,LA Boundary,11,430000,308680,52.674999,-1.5577479,N,46,5037,779,244,383,1426,2200,6,31713.37356093688
2023,M42,TM,LA Boundary,11,430000,308680,52.674999,-1.5577479,S,40,4429,679,249,346,1292,1857,6,31654.839241363738
2023,M6,TM,5,LA Boundary,416370,290730,52.514214,-1.7602091,E,188,11033,2436,526,898,1995,5151,29,30847.148527412777
2023,M6,TM,5,LA Boundary,416370,290730,52.514214,-1.7602091,W,169,11261,2554,511,814,1816,5541,26,31264.51216480199
2023,M57,TM,2,3,343542,393267,53.433148,-2.8512501,E,68,4185,684,230,323,642,2297,9,33224.89964157706
2023,M57,TM,2,3,343542,393267,53.433148,-2.8512501,W,65,3888,686,215,335,672,1969,9,32159.469377251673
2023,M18,TM,M18 spur,M62,468320,421340,53.68406,-0.96704236,C,36,6736,1105,426,229,665,4307,4,34516.14994061758
2023,M62,TM,SPUR,27,423880,427980,53.74765,-1.6393711,E,62,8181,945,364,315,1490,5063,5,35531.59178684918
2023,M62,TM,SPUR,27,423880,427980,53.74765,-1.6393711,W,63,8936,1961,322,243,1455,4950,5,32679.566248880932
2023,M60,TM,9,8,377535,395000,53.451276,-2.3397424,N,45,3158,926,227,253,592,1149,10,27976.79474184352
