year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs
2000,M4,TM,28,27,328570,187000,51.577320306,-3.032184269,E,1978,225,188,525,2040,902,5858
2000,M4,TM,28,27,328570,187000,51.577320306,-3.032184269,W,1788,213,136,668,1853,797,5455
2000,M4,TM,LA Boundary,37,280770,182100,51.525189997,-3.720044465,E,738,194,295,273,828,586,2914
2000,M4,TM,LA Boundary,37,280770,182100,51.525189997,-3.720044465,W,904,232,311,250,836,573,3106
2000,M4,TM,47,46,263100,199260,51.675378776,-3.981299876,E,766,198,268,163,459,132,1986
2000,M4,TM,47,46,263100,199260,51.675378776,-3.981299876,W,903,159,102,184,602,264,2214
2000,M8,TM,3,LA boundary,310000,671400,55.927220069,-3.441935691,E,474,190,155,207,484,431,1941
2000,M8,TM,3,LA boundary,310000,671400,55.927220069,-3.441935691,W,1070,90,90,341,618,511,2720
2000,M8,TM,27,26,249600,665700,55.860951678,-4.404642133,E,1199,359,315,508,406,412,3199
2000,M8,TM,27,26,249600,665700,55.860951678,-4.404642133,W,1165,287,159,542,394,436,2983
2000,M8,TM,31,30,243500,671870,55.914393213,-4.505572605,E,291,36,85,96,146,48,702
2000,M8,TM,31,30,243500,671870,55.914393213,-4.505572605,W,286,29,50,102,110,72,649
2000,M9,TM,1,A8000,311900,675200,55.961703912,-3.412781028,N,280,48,47,146,295,243,1059
2000,M9,TM,1,A8000,311900,675200,55.961703912,-3.412781028,S,251,73,70,142,239,316,1091
2000,M9,TM,6,A905,291490,681000,56.009610736,-3.741899778,N,706,140,134,259,544,524,2307
2000,M9,TM,6,A905,291490,681000,56.009610736,-3.741899778,S,669,173,134,272,658,527,2433
2000,M90,TM,7,8,312200,705300,56.232111083,-3.417880629,N,576,111,46,146,384,188,1451
2000,M90,TM,7,8,312200,705300,56.232111083,-3.417880629,S,703,104,59,150,439,212,1667
2000,M90,TM,3,4,312800,689300,56.088513839,-3.402955984,N,721,70,34,135,117,6,1083
2000,M90,TM,3,4,312800,689300,56.088513839,-3.402955984,S,797,90,31,174,112,1,1205
2000,M8,TM,11,10,266200,666110,55.869527789,-4.139832958,E,1434,355,314,390,730,977,4200
2000,M8,TM,11,10,266200,666110,55.869527789,-4.139832958,W,1352,330,285,296,790,810,3863
2000,M8,TM,16,15,259700,666300,55.869384611,-4.243720513,E,2152,529,528,675,1193,1077,6154
2000,M8,TM,16,15,259700,666300,55.869384611,-4.243720513,W,1861,308,385,612,708,531,4405
2000,M73,TM,M74,LA Boundary,268800,662700,55.839624967,-4.096663797,N,826,479,445,605,1075,1436,4866
2000,M73,TM,M74,LA Boundary,268800,662700,55.839624967,-4.096663797,S,817,571,501,911,914,1288,5002
2000,M1,TM,A406,M1 spur,522170,189100,51.587520736,-0.237952792,N,544,52,152,170,315,208,1441
2000,M1,TM,A406,M1 spur,522170,189100,51.587520736,-0.237952792,S,475,39,104,108,278,166,1170
2000,M1,TM,2,4,520150,194300,51.634687942,-0.265315076,N,845,77,196,233,343,217,1911
2000,M1,TM,2,4,520150,194300,51.634687942,-0.265315076,S,663,64,199,140,265,234,1565
2000,M1,TM,12,13,500244,234300,51.998106684,-0.541270096,N,2389,210,240,1141,2885,1791,8656
2000,M1,TM,12,13,500244,234300,51.998106684,-0.541270096,S,2210,209,141,943,2606,1844,7953
2000,M1,TM,17,18,458354,270523,52.329705549,-1.145119703,N,2117,228,176,1056,2935,1949,8461
2000,M1,TM,17,18,458354,270523,52.329705549,-1.145119703,S,2205,196,273,902,2780,2122,8478
2000,M1,TM,22,23,447940,312400,52.707153513,-1.291899545,N,1674,216,281,939,2441,781,6332
2000,M1,TM,22,23,447940,312400,52.707153513,-1.291899545,S,1767,256,277,887,2332,1023,6542
2000,M1,TM,LA Boundary,28,446420,355300,53.092899472,-1.30828324,N,3130,291,170,1256,2710,1751,9308
2000,M1,TM,LA Boundary,28,446420,355300,53.092899472,-1.30828324,S,2795,296,143,999,2627,1765,8625
2000,M1,TM,M18 spur,33,446000,389300,53.398532582,-1.309655266,N,2628,332,329,805,2185,1109,7388
2000,M1,TM,M18 spur,33,446000,389300,53.398532582,-1.309655266,S,2723,324,382,783,2530,1040,7782
2000,M621,TM,7,M1,432150,429500,53.760870738,-1.513814302,N,606,139,160,275,678,489,2347
2000,M621,TM,7,M1,432150,429500,53.760870738,-1.513814302,S,687,133,127,353,816,432,2548
2000,M2,TM,2,LA Boundary,573500,165500,51.362070922,0.490738124,E,999,132,264,274,1123,459,3251
2000,M2,TM,2,LA Boundary,573500,165500,51.362070922,0.490738124,W,995,99,222,346,879,479,3020
2000,M3,TM,7,6,459450,147210,51.221001097,-1.150116819,N,1386,100,186,426,909,590,3597
2000,M3,TM,7,6,459450,147210,51.221001097,-1.150116819,S,1322,104,1,276,1,864,2568
2000,M4,TM,4,3,508900,178400,51.494067034,-0.432721583,E,2551,160,283,214,506,329,4043
2000,M4,TM,4,3,508900,178400,51.494067034,-0.432721583,W,2122,201,324,271,543,321,3782
2000,M4,TM,13,12,449300,173350,51.456991348,-1.291830727,E,1221,110,154,446,1284,907,4122
2000,M4,TM,13,12,449300,173350,51.456991348,-1.291830727,W,1422,113,139,555,1114,825,4168
2000,M4,TM,LA Boundary,17,389200,179080,51.510544007,-2.157014857,E,1095,158,157,464,1875,534,4283
2000,M4,TM,LA Boundary,17,389200,179080,51.510544007,-2.157014857,W,1134,178,190,435,1474,686,4097
2000,M5,TM,4,LA Boundary,398500,280000,52.417993414,-2.023481394,N,2297,202,122,1015,2751,1401,7788
2000,M5,TM,4,LA Boundary,398500,280000,52.417993414,-2.023481394,S,1947,177,99,933,2372,1438,6966
2000,M5,TM,LA Boundary,LA Boundary,391788,234783,52.011416047,-2.12105813,N,1633,208,179,832,1734,961,5547
2000,M5,TM,LA Boundary,LA Boundary,391788,234783,52.011416047,-2.12105813,S,1339,152,173,610,1406,1009,4689
2000,M5,TM,11,10,389660,223200,51.90724048,-2.151710032,N,1366,182,152,850,1974,1217,5741
2000,M5,TM,11,10,389660,223200,51.90724048,-2.151710032,S,1474,196,104,715,1734,1155,5378
2000,M5,TM,24,23,330800,134540,51.105965169,-2.989794576,N,1172,184,122,487,1077,524,3566
2000,M5,TM,24,23,330800,134540,51.105965169,-2.989794576,S,1067,109,62,303,719,663,2923
2000,M5,TM,28,27,303700,112172,50.900967348,-3.370833261,N,1030,207,91,525,1026,811,3690
2000,M5,TM,28,27,303700,112172,50.900967348,-3.370833261,S,824,191,82,489,909,819,3314
2000,M6,TM,4,M42,419593,286694,52.477827332,-1.712953169,E,2105,204,115,918,2755,1914,8011
2000,M6,TM,4,M42,419593,286694,52.477827332,-1.712953169,W,2184,264,236,743,2015,1551,6993
2000,M6,TM,16,17,377600,359800,53.134882738,-2.336267782,N,2175,464,353,1221,4095,2427,10735
2000,M6,TM,16,17,377600,359800,53.134882738,-2.336267782,S,2437,294,184,1470,4128,2430,10943
2000,M6,TM,21 spur,21A,364400,390840,53.413160277,-2.537048107,N,3147,398,350,1157,3752,2648,11452
2000,M6,TM,21 spur,21A,364400,390840,53.413160277,-2.537048107,S,3666,502,333,1199,3881,2845,12426
2000,M6,TM,25,A49,356725,402000,53.512889706,-2.654047289,E,597,88,104,217,248,225,1479
2000,M6,TM,25,A49,356725,402000,53.512889706,-2.654047289,W,447,84,109,247,305,151,1343
2000,M6,TM,29A,30,357160,425900,53.727730144,-2.650785067,N,968,218,162,316,1279,842,3785
2000,M6,TM,29A,30,357160,425900,53.727730144,-2.650785067,S,1255,212,220,447,1496,764,4394
2000,M6,TM,34 western spur,35,349600,465000,54.078444094,-2.771810414,N,768,155,357,408,1457,998,4143
2000,M6,TM,34 western spur,35,349600,465000,54.078444094,-2.771810414,S,903,170,309,417,1336,959,4094
2000,M6,TM,43,44,341413,559508,54.926803387,-2.915724416,N,859,150,153,295,1525,1238,4220
2000,M6,TM,43,44,341413,559508,54.926803387,-2.915724416,S,1078,143,201,367,1837,1079,4705
2000,M10,TM,M1(7),1,514220,205140,51.733345912,-0.347416632,E,408,112,83,134,326,164,1227
2000,M10,TM,M1(7),1,514220,205140,51.733345912,-0.347416632,W,470,126,83,198,365,146,1388
2000,M18,TM,4,5,466400,407900,53.563525103,-0.998969684,N,949,119,120,250,1826,1125,4389
2000,M18,TM,4,5,466400,407900,53.563525103,-0.998969684,S,1003,138,119,495,1869,875,4499
2000,M20,TM,4,5,571200,158800,51.302579071,0.454516689,E,1890,208,298,775,3791,562,7524
2000,M20,TM,4,5,571200,158800,51.302579071,0.454516689,W,1556,160,291,610,3025,576,6218
2000,M23,TM,11,10A,530000,135500,51.104070727,-0.144552913,N,1253,243,198,219,534,290,2737
2000,M23,TM,11,10A,530000,135500,51.104070727,-0.144552913,S,894,131,440,360,384,313,2522
2000,M27,TM,12,split,464300,104900,50.840065438,-1.0881722,C,3020,490,563,739,1662,654,7128
2000,M27,TM,8,9,450500,109400,50.881894583,-1.283523278,E,1529,214,340,357,761,487,3688
2000,M27,TM,8,9,450500,109400,50.881894583,-1.283523278,W,1821,210,363,519,573,513,3999
2000,M40,TM,5,4,480300,192500,51.625599566,-0.84137313,E,1705,175,102,261,1072,596,3911
2000,M40,TM,5,4,480300,192500,51.625599566,-0.84137313,W,1380,115,107,344,1174,453,3573
2000,M45,TM,LA Boundary,M1,455407,270921,52.33358816,-1.188294518,E,137,31,50,90,220,114,642
2000,M45,TM,LA Boundary,M1,455407,270921,52.33358816,-1.188294518,W,208,18,59,104,179,64,632
2000,M53,TM,3,2,328000,388000,53.383918568,-3.083936887,N,555,96,99,137,372,201,1460
2000,M53,TM,3,2,328000,388000,53.383918568,-3.083936887,S,622,97,154,75,388,236,1572
2000,M56,TM,4,LA Boundary,383600,388821,53.395962788,-2.248093531,E,1138,184,199,367,686,317,2891
2000,M56,TM,4,LA Boundary,383600,388821,53.395962788,-2.248093531,W,1031,132,172,312,687,272,2606
2000,M56,TM,5,4,381560,387149,53.380866323,-2.278673113,N,1458,177,278,496,1235,694,4338
2000,M56,TM,5,4,381560,387149,53.380866323,-2.278673113,S,1129,172,242,511,1335,652,4041
2000,M56,TM,9,8,371100,385200,53.362877129,-2.435735543,E,996,121,132,254,731,455,2689
2000,M56,TM,9,8,371100,385200,53.362877129,-2.435735543,W,844,121,133,238,675,446,2457
2000,M62,TM,9,10,362100,392040,53.423785292,-2.571793263,E,1669,238,300,531,1929,1230,5897
